"univID","stl","mds","mdf","maf","lps","ect","tpg","mav","mcv","mpt","cle","pmx","ds1","ds2","lpt","ds3","lps.sc","ect.sc","tpg.sc","cle.sc","pmx.sc","ds1.sc","ds2.sc","lpt.sc","ds3.sc"
"Fos.K.09.031",60.55,1,8,8,0,NA,2.38,NA,20,5,9.51,2.69,0,0,1.58,1.64,0,NA,1.79788171648839,8.06054589439,2.25087293026365,0,0,1.36727427954631,1.4683062522903
"Fos.K.09.036",47.38,1,8,8,0,5.3,2.71,14,20,5,NA,1.62,0,0,2.14,1.1,0,5.82921919372537,3.2252231641425,NA,1.81240483313683,0,0,2.36888832434378,1.17465705983281
"Fos.K.09.061",37.19,1,9,8,0,5.47,4.49,14,19,5,5.92,1.59,0,0,1.18,1.41,0,7.67257532458177,8.37029686265993,8.57236119877401,2.36962638978678,0,0,1.66567254721564,1.7918962188089
"Fos.K.09.062",46.71,1,9,9,0,7.16,3.24,14,20,5,NA,NA,0,0,1.75,1.61,0,7.98838926309561,3.95911558133212,NA,NA,0,0,1.96507007895421,1.73695680473175
"Fos.K.09.066",60.89,1,10,8,6.11,NA,10.19,14,19,5,8.7,NA,0,0,2.36,1.93,5.48263247524025,NA,7.61818587012389,7.32877165981657,NA,0,0,2.03081003633541,1.721006758743
"Fos.K.09.077",37.35,2,10,9,0,5.21,2.31,14,20,6,NA,2.11,0,3.97,1.35,1.67,0,7.27644321632824,4.27219681946727,NA,3.12865247753769,0,5.14968560874067,1.89744733086585,2.11577955607745
"Fos.K.09.080",57.31,2,9,8,0,9.1,2.2,14,19,5,9.53,NA,0,3.83,1.64,1.78,0,8.26773653185214,1.84021826742022,8.58063438236592,NA,0,3.53412332652578,1.49974970232423,1.65789063752736
"Fos.K.09.082",43.59,1,9,8,0,6.77,2.31,14,19,6,7.26,NA,0,0,1.2,1.23,0,8.09629740354984,3.20852346448897,8.82965937862181,NA,0,0,1.44431090938616,1.39457880080779
"Fos.K.09.086",45.56,1,9,8,0,7.03,2.03,14,19,5,NA,NA,0,0,1.38,1.89,0,8.04218468837525,2.59784212930838,NA,NA,0,0,1.58886582896598,2.07589183064526
"Fos.K.09.090",64.27,NA,10,9,0,10.53,3.07,14,19,5,NA,NA,NA,NA,2.73,NA,0,8.52673010405211,2.07651102496051,NA,NA,NA,NA,2.22518751056618,NA
"Fos.K.09.093",63.02,1,9,9,0,8.75,2.54,NA,20,6,9.45,3.07,0,0,1.98,1.52,0,7.22651041792256,1.78171241745054,7.66543062002343,2.45004503797099,0,0,1.64600876583662,1.32232520367492
"Fos.K.09.34B",62.25,2,9,8,0,9.75,2.68,NA,19,6,NA,4.02,0,3.75,2.25,2.18,0,8.15243051769257,1.92323899699614,NA,3.25524979351013,0,3.24003826212472,1.89369147335343,1.91332112819088
"Fos.K.09.40B",64.81,1,10,9,0,NA,2.38,14,19,5,NA,4.14,0,0,1.41,1.69,0,NA,1.58503419040649,NA,3.1961833876287,0,0,1.13965988900563,1.44092209292509
"Fos.K.08.001",61.53,3,10,9,0,9.06,2.3,14,19,6,8.83,2.99,NA,3.83,1.49,1.51,0,7.66451658620572,1.68651312510965,7.35331593205915,2.45478030931898,NA,3.33992449508985,1.26877616672691,1.3364079539638
"Fos.K.08.013",42.02,1,9,9,0,6.18,2.17,14,20,5,6.07,1.99,0,0,1,1.19,0,7.66805664001686,3.22609193844863,7.68599699418652,2.56647516461413,0,0,1.2487401022156,1.38526526620402
"Fos.K.08.021",39.44,1,9,8,0,NA,1.54,14,19,5,NA,2.07,0,0,1.12,1.32,0,NA,2.57476459534999,NA,2.87768275267389,0,0,1.49044503460825,1.60818284711726
"Fos.K.08.022",39.77,1,10,9,0,NA,2.11,14,19,5,5.03,1.47,0,0,1.16,1.15,0,NA,3.47370506557174,6.76613146662099,2.02350649474035,0,0,1.53081676642463,1.39270429306598
"Fos.K.08.024",69.69,1,9,8,0,9.14,2.43,14,19,5,9.77,3.4,0,0,1.03,1.87,0,6.82319175179845,1.41461389266417,7.09564870386391,2.40865063861663,0,0,0.774002992698875,1.5133478712458
"Fos.K.08.036",37.32,2,8,8,0,5.13,1.83,13,20,5,5.98,NA,0,3.48,1.37,1.42,0,7.17049689530515,3.38951134791218,8.62610642598412,NA,0,4.51696832289706,1.92711154394344,1.80008520942208
"Fos.K.08.051",36.99,1,8,7,0,5.78,1.91,14,19,5,NA,1.79,0,0,NA,1.07,0,8.15142524448424,3.59639935624741,NA,2.68478204492013,0,0,NA,1.36508718952212
"Fos.K.08.055",63.27,1,9,8,0,8.32,4.6,14,19,5,8.27,3.86,0,0,1.56,1.53,0,6.84411197598442,3.20313454155156,6.67914707472376,3.06610353395484,0,0,1.29171126435492,1.32724322210845
"Fos.K.08.057",46.2,1,9,8,0,6.65,2.33,14,19,5,6.06,2.25,0,0,1.62,1.4,0,7.50163889826724,2.90566256695341,6.9140193052194,2.59354338407392,0,0,1.83925266589447,1.52236022772549
"Fos.K.08.061",57.91,1,10,9,0,NA,NA,NA,19,4,NA,NA,0,0,1.91,1.72,0,NA,NA,NA,NA,0,0,1.72849291102886,1.5900615701966
"Fos.K.08.065",43.42,1,9,8,0,5.93,1.93,14,20,5,6.43,2.21,0,0,1.13,1.38,0,7.11961969730412,2.70019795244434,7.85385641651347,2.74170307407615,0,0,1.36540510253739,1.56904915714829
"Fos.K.08.068",39.87,1,7,NA,0,NA,1.84,14,20,NA,6.51,1.9,0,0,0.75,1.14,0,NA,3.01513716791644,8.73283140665442,2.60765006835802,0,0,0.987260154386438,1.37810458589941
"Fos.K.08.084",53.65,1,9,8,NA,NA,NA,13,19,5,NA,4.39,0,0,1.67,1.34,NA,NA,NA,NA,4.23923123999028,0,0,1.63178620979097,1.30868916683686
"Fos.K.08.092",43.34,1,8,7,0,6.92,1.79,14,20,5,NA,NA,0,0,1.79,1.53,0,8.32362564256688,2.51290236228459,NA,NA,0,0,2.16690627730621,1.74190488556701
"Fos.K.08.093",36.85,1,8,7,0,5.51,1.57,14,19,5,NA,NA,0,0,1.41,1.72,0,7.80029815068079,2.97705047578496,NA,NA,0,0,2.0087731314121,2.20033341527032
"Fos.K.08.096",38.58,1,9,8,0,6.09,NA,14,19,5,6.78,1.77,0,0,0.98,1.44,0,8.23316516410655,NA,9.42971396473389,2.52571484809587,0,0,1.33332443661463,1.78239700029769
"Fos.K.08.097",63.83,1,10,8,0,NA,2.98,NA,19,4,NA,NA,0,0,1.81,1.64,0,NA,2.04146159217533,NA,NA,0,0,1.48551680520239,1.41368551627573
"Fos.K.08.104",39.81,1,10,9,0,NA,1.75,14,20,5,6.53,1.81,0,0,1.31,1.4,0,NA,2.87567255104765,8.77416754525603,2.48856409258322,0,0,1.72702345817406,1.69424173017647
"Fos.K.08.105",43.59,1,8,7,NA,NA,NA,NA,19,5,NA,1.42,0,0,1.31,1.19,NA,NA,NA,NA,1.75350422989399,0,0,1.57670607607989,1.34922664468396
"Fos.K.08.106",66.96,1,9,9,NA,NA,NA,NA,19,5,NA,4.06,0,0,2.35,2.07,NA,NA,NA,NA,3.01559491616087,0,0,1.83821207060483,1.72400685091259
"Fos.K.08.110",45.78,1,9,8,0,NA,2.1,14,19,5,7.56,1.35,0,0,1.39,1.37,0,NA,2.6635379058867,8.71239700860806,1.57304659025605,0,0,1.59265882047443,1.49954706021031
"Fos.K.08.111",69.03,1,10,9,0,NA,3.45,14,19,6,NA,3.57,0,0,1.12,0.88,0,NA,2.04413445099591,NA,2.55774348893794,0,0,0.849712600415177,0.717050188262159
"Fos.K.08.114",32.41,3,9,8,2.96,4.33,4.45,14,19,6,4.43,NA,1.77,3.13,1.23,1.86,4.24150545788658,6.97340318827991,10.7048559618223,7.46157331409344,NA,2.68541206541386,4.54510541367581,1.99338702178817,2.60940529594875
"Fos.K.08.116",48.79,1,8,7,0,6.92,2.28,14,19,5,NA,NA,0,0,1.42,0.8,0,7.39009977481707,2.56993889994125,NA,NA,0,0,1.52627924067591,0.836481534736478
"Fos.K.08.117",38.32,1,10,8,0,6.39,1.44,NA,20,6,NA,1.54,0,0,1.53,1.59,0,8.69760527793519,2.53960422621286,NA,2.2151823528677,0,0,2.09579745057578,1.97764998886511
"Fos.K.08.118",38.59,1,10,9,0,5.63,1.55,14,20,5,5.68,NA,0,0,1.32,0.92,0,7.60930325884263,2.69826237622614,7.89757010339628,NA,0,0,1.79543919784115,1.13854157668523
"Fos.K.08.121",28.77,2,9,10,NA,3.9,NA,14,19,6,4.45,1.21,NA,NA,1.08,0.77,NA,7.0791685936184,NA,8.54349870126669,2.44394757229961,NA,NA,1.97265040165371,1.17679162197888
"Fos.K.08.132",60.61,1,10,7,0,NA,2.8,NA,19,NA,NA,NA,0,0,2.04,1.73,0,NA,2.11127614353284,NA,NA,0,0,1.76358712527471,1.54778204049375
"Fos.K.08.136",51.8,1,10,9,0,NA,2.47,NA,19,5,9.59,3.03,0,0,1.4,1.2,0,NA,2.49173820397841,9.64898193663453,3.0500896969877,0,0,1.41701322124959,1.20188948746871
"Fos.K.08.139",55.58,1,10,9,0,8.65,2.09,14,18,5,9.66,2.67,0,0,1.83,NA,0,8.10457460779841,1.85038941488821,8.99560139523272,2.47262098475149,0,0,1.72579627043848,NA
"Fos.K.08.148",40.67,1,10,9,0,NA,NA,NA,20,6,NA,1.76,0,0,0.9,1.23,0,NA,NA,NA,2.3593428015123,0,0,1.16131878921812,1.46582566876039
"Fos.K.08.155",61.88,1,10,NA,0,6.92,1.63,14,19,5,NA,2.75,0,0,1.16,1.23,0,5.82088104920967,1.18272620857146,NA,2.24262651882591,0,0,0.982163494302102,1.0841690395645
"Fos.K.08.165",42.95,1,9,8,0,5.13,1.34,14,20,5,NA,NA,0,0,0.87,1.07,0,6.2268207350421,1.91294617620077,NA,NA,0,0,1.06278964733099,1.22613377734455
"Fos.K.08.166",38,1,8,8,0,5.69,NA,14,19,4,NA,1.64,0,0,NA,1.04,0,7.81031598419078,NA,NA,2.38256856244674,0,0,NA,1.30137587660842
"Fos.K.08.167",44.65,1,10,9,0,NA,1.09,14,20,5,6.02,NA,0,0,1.11,0.9,0,NA,1.44804428577247,7.13080695091183,NA,0,0,1.3041494318576,1.00295641581371
"Fos.K.08.168",63.41,1,8,7,0,10.06,1.53,NA,19,6,11.45,3.09,0,0,1.27,1.5,0,8.25710354519353,1.06103524948282,9.22499758384194,2.44805539212979,0,0,1.04925471001763,1.29915371011883
"Fos.K.08.176",64.78,2,9,8,0,10.57,5.59,NA,20,5,11.48,3.5,NA,2.77,1.77,2.1,0,8.49144863339448,3.72602815810483,9.0344691705302,2.70356933865708,NA,2.31865405095621,1.43130198875996,1.79109073228745
"Fos.K.08.179",48.4,2,9,8,0,6.15,3.47,NA,19,5,NA,2.23,0,3.97,1.99,2.02,0,6.62094084914306,3.96987508950995,NA,2.432712073165,0,4.19032924306581,2.15624301312904,2.12433215188058
"Fos.K.08.185",66.13,3,9,8,0,9.4,5.8,14,20,6,11.34,2.88,2.29,4.4,2.21,1.77,0,7.39671198956693,3.72101739691819,8.72431934609916,2.17097217372045,1.78182751343195,3.62312640522457,1.75048324575553,1.4874232266272
"Fos.K.08.186",55.7,1,10,NA,0,NA,2.12,NA,19,NA,8.16,NA,0,0,1.16,1.1,0,NA,1.8694629399548,7.58078319858028,NA,0,0,1.09158143240791,1.04573466588552
"Fos.K.08.196",40.71,3,NA,NA,NA,NA,1.91,NA,NA,NA,NA,2.39,NA,NA,1.1,1.96,NA,NA,3.01121456599209,NA,3.20015270662578,NA,NA,1.41798958956943,2.33413777212158
"Fos.K.07.004",25.73,1,9,8,0,3.44,0,14,19,5,3.6,0.78,0,0,1.22,0.75,0,6.98528118885017,0,7.81390839137648,1.79819022149629,0,0,2.49272516452159,1.24200318857064
"Fos.K.07.005",60.44,1,10,8,0,8.76,4,13,20,5,9.38,2.82,0,0,1.71,1.45,0,7.5449502943065,3.0318495410597,7.96625970024559,2.36473767927781,0,0,1.48247515076564,1.29989502660873
"Fos.K.07.006",58.29,1,10,9,0,8.57,1.92,15,19,5,8.79,3.47,0,0,1.63,1.73,0,7.65474755353126,1.55632831788486,7.76827286706645,3.03732673536227,0,0,1.46544772767067,1.59180694361479
"Fos.K.07.022",68.28,0,10,8,0,8.3,2.13,14,19,5,NA,3.69,0,0,2.14,0,0,6.3246201190107,1.28784158561031,NA,2.67814126346535,0,0,1.641461014561,0
"Fos.K.07.029",45.29,1,9,8,0,6.75,1.96,14,19,5,7.16,2.22,0,0,1.92,1,0,7.76810238678874,2.53604382483847,8.34956625738297,2.61996314320516,0,0,2.22382585244713,1.10305693611624
"Fos.K.07.042",60.43,1,9,9,0,8.42,2.86,14,19,5,NA,2.58,0,0,1.14,1.9,0,7.25331498252972,2.16843727443034,NA,2.16390738163159,0,0,0.988480948968292,1.70351327067562
"Fos.K.07.044",41.42,1,11,9,0,NA,1.15,14,20,4,6.61,2.58,0,0,NA,0.89,0,NA,1.75586106569014,8.50307086711609,3.38454464375509,0,0,NA,1.04680163046515
"Fos.K.07.045",50.21,1,10,8,0,NA,1.62,NA,19,5,NA,2.1,0,0,2,1.49,0,NA,1.73146053920425,NA,2.19342607054014,0,0,2.08866080902105,1.52615694353782
"Fos.K.07.048",38.17,1,9,8,0,5.93,1.34,14,19,5,NA,NA,0,0,1.34,1.37,0,8.10334193921986,2.38048286729443,NA,NA,0,0,1.84277631908286,1.70882232902722
"Fos.K.07.050",64.82,1,10,9,0,9.23,1.63,14,19,5,9.83,3.09,0,0,2.57,1.6,0,7.41035936024764,1.08523828083157,7.73071584579146,2.38512134812689,0,0,2.07693071414719,1.36403535673552
"Fos.K.07.060",44.81,1,10,9,0,6.35,1.82,14,19,5,NA,1.95,0,0,1.89,1.78,0,7.38638753184563,2.40186032762691,NA,2.33054035498475,0,0,2.21261919447669,1.97853258909337
"Fos.K.07.065",46.93,1,9,8,0,6.16,1.97,13,19,6,6.43,2.39,0,0,1.64,1.59,0,6.84033673966151,2.38636844147903,7.21087430348378,2.7042452742172,0,0,1.8328850967306,1.70959724818571
"Fos.K.07.066",38.56,1,10,9,0,6.01,1.47,NA,19,5,6.95,2.37,0,0,1.09,0.9,0,8.12924419919809,2.5626881169672,9.67166107849631,3.3839666940438,0,0,1.48375546843659,1.11441330723574
"Fos.K.07.069",60.23,1,9,8,0,NA,2.52,14,18,5,8.62,2.81,0,0,1.79,1.72,0,NA,1.92242564269298,7.34885653309232,2.36608440661295,0,0,1.55726240353838,1.54580593792391
"Fos.K.07.075",56.8,3,10,9,0,NA,7.42,14,20,5,9.77,2.52,2.49,4.62,2.43,1.94,0,NA,6.31022734886069,8.88354970313291,2.2744685082917,2.23396296398255,4.29351443666575,2.24222061145422,1.81855860048747
"Fos.K.07.076",56.27,1,9,8,0,8.35,2.69,14,19,5,NA,3.39,0,0,1.49,1.43,0,7.72714870132945,2.32776285852839,NA,3.09385903797289,0,0,1.3878596454766,1.34954499316492
"Fos.K.07.080",43.89,1,8,7,0,6.17,1.82,14,19,5,6.6,2.15,0,0,1.59,1.19,0,7.32810154188031,2.49599858773091,7.96669824932285,2.63347680974664,0,0,1.90058065399916,1.34259300181264
"Fos.K.07.081",39.78,0,8,7,0,5.69,1.93,14,19,6,NA,2.08,0,0,1.42,0,0,7.4593720864494,3.1758899397548,NA,2.86234053619531,0,0,1.87345796865403,0
"Fos.K.07.083",44.11,1,10,9,0,6.15,1.94,13,20,4,6.99,2.35,0,0,NA,1.71,0,7.26776126327202,2.63603025991805,8.39123087852762,2.8614581942418,0,0,NA,1.92235275592872
"Fos.K.07.084",40.32,0,10,9,0,5.34,0,14,NA,4,5.56,1.01,0,0,NA,0,0,6.90637946823734,0,7.3670428164564,1.36787017270552,0,0,NA,0
"Fos.K.07.094",66.69,1,10,9,0,10.27,2.58,NA,19,5,10.67,3.79,0,0,2.51,1.51,0,8.01315269770734,1.62954537091419,8.1331547656209,2.82855191057025,0,0,1.97134668352447,1.26126560523639
"Fos.K.07.102",53.22,1,9,8,0,NA,2.42,14,20,6,9,NA,0,0,1.38,2.09,0,NA,2.32195724199717,8.79023139996598,NA,0,0,1.3593593720188,2.05300227759532
"Fos.K.07.104",67.26,1,10,9,NA,NA,NA,14,19,5,NA,NA,0,0,2.01,2.02,NA,NA,NA,NA,NA,0,0,1.5652180962939,1.6769684434545
"Fos.K.07.112",40.71,1,9,8,0,5.05,1.7,14,19,5,NA,2.54,0,0,1.12,1.41,0,6.46847752442792,2.68013861894584,NA,3.40099911080732,0,0,1.44377121847069,1.67915013198542
"Fos.K.07.119",45.38,1,10,9,NA,7.97,NA,14,19,5,8.79,3.06,0,0,1.83,1.61,NA,9.15384651303571,NA,10.2280406890731,3.60282060827725,0,0,2.11536405630757,1.7733899457178
"Fos.K.07.122",35.74,1,8,7,0,5.38,1.83,14,19,5,5.24,1.37,0,0,0.75,1.19,0,7.85383394948323,3.67243593577429,7.92660949023676,2.14021125258669,0,0,1.10181202369955,1.55615286130721
"Fos.K.07.125",61.63,1,10,9,0,9.5,2.53,14,19,5,9.68,3.6,0,0,1.5,1.52,0,8.02364864569657,1.8495897173124,8.04679568153583,2.94991004487812,0,0,1.27521089497188,1.34368940059405
"Fos.K.07.139",70.24,1,9,8,0,NA,5.65,13,19,6,NA,3.31,0,0,1.63,1.79,0,NA,3.24155229559391,NA,2.32316434692753,0,0,1.21525030531951,1.44044551253811
"Fos.K.07.141",48.41,1,10,9,0,6.84,1.61,14,20,5,7.26,NA,0,0,1.08,1.47,0,7.36225047333326,1.84122544500386,7.86859654576297,NA,0,0,1.16997966972322,1.54569539545325
"Fos.K.07.147",50.32,1,NA,NA,0,6.37,5.48,14,20,5,6.56,2.88,0,0,1.03,1.8,0,6.59502416263134,5.83333334067981,6.81395384436903,3.00034159698261,0,0,1.07329980233359,1.84078242575973
"Fos.K.07.148",42.11,1,8,8,0,5.18,1.55,NA,20,4,5.67,1.68,0,0,NA,1.29,0,6.41347525854864,2.29523246557533,7.16264810627298,2.16118978766086,0,0,NA,1.49936706490315
"Fos.K.07.165",50.08,1,10,8,0,6.09,4.14,14,19,5,6.41,1.88,0,0,1.68,1.39,0,6.33547901067554,4.44615398006637,6.69321463173191,1.96967632394782,0,0,1.75904711621044,1.42638515993714
"Fos.K.07.167",38.48,1,9,8,0,5.88,1.99,14,20,5,6.17,2.55,0,0,1.45,1.37,0,7.97000967931402,3.48259567247745,8.60582421134815,3.64994256975473,0,0,1.97792262032375,1.698918342468
"Fos.K.07.170",24.09,2,9,8,0,2.93,0,14,20,5,3.16,1.19,0,1.63,0.77,1.32,0,6.35650750492531,0,7.37362060077608,2.96592437972349,0,2.99692445855833,1.68081232441951,2.2918687876733
"Fos.K.07.179",40.12,1,8,7,0,6.09,4.41,NA,19,5,NA,2.22,0,0,1.67,1.47,0,7.91580926412762,7.14326642868682,NA,3.02436295459237,0,0,2.18454803516564,1.76906528730043
"Fos.K.07.194",62.32,1,9,8,0,7.85,2.79,NA,19,5,NA,3.62,0,0,1.74,1.52,0,6.55634755571024,1.99801210843839,NA,2.92744561267075,0,0,1.46280343596054,1.33298178975694
"Fos.K.07.209",46.91,1,9,8,0,6.17,1.82,14,19,5,NA,2.3,0,0,1.34,1.69,0,6.85437479669581,2.20640754810722,NA,2.60372574838156,0,0,1.49824221449411,1.81767577937437
"Fos.K.07.232",46.58,1,9,8,0,6.36,1.14,NA,19,5,6.54,2.21,0,0,1.25,1.2,0,7.11572048037427,1.40023575157664,7.39480718730196,2.52284412249001,0,0,1.40755406441143,1.29722162821651
"Fos.K.07.233",44.03,1,9,8,0,NA,2.18,14,20,5,5.96,2.19,0,0,0.6,1.39,0,NA,2.97211907267814,7.16903975203071,2.67237413747531,0,0,0.714910969604979,1.56465396915694
"Fos.K.07.236",50.3,1,9,8,NA,NA,NA,15,19,5,NA,2.38,0,0,1.26,1.65,NA,NA,NA,NA,2.48061647671566,0,0,1.31349277072779,1.68786599839501
"Fos.K.07.259",58.79,0,10,8,0,8.62,1.8,NA,18,5,NA,4.21,0,0,2.36,0,0,7.63364614025129,1.43614419765214,NA,3.64797120269531,0,0,2.10363766196546,0
"Fos.K.07.288",68.46,1,11,10,0,NA,2.73,NA,20,5,NA,NA,0,0,1.66,1.66,0,NA,1.64257994863775,NA,NA,0,0,1.2699220671112,1.36070088328632
"Fos.K.07.301",80.32,1,10,9,0,10.71,3.05,14,19,5,NA,NA,0,0,1.22,1.64,0,6.93287794736672,1.36481168910536,NA,NA,0,0,0.79501051044658,1.19849554579285
"Fos.K.06.001",50.83,1,10,9,0,6.92,0,14,19,5,7.5,2.23,0,0,1.23,1.3,0,7.09226277968661,0,7.70450259512263,2.29560327693072,0,0,1.26879796012666,1.31985485285006
"Fos.K.06.008",41.66,1,10,9,0,5.28,0,14,19,4,5.58,2.09,0,0,0.76,0.88,0,6.60820560105993,0,7.13266053053871,2.72304883063075,0,0,0.957275464592157,1.03075142124342
"Fos.K.06.010",35.28,1,10,9,0,4.98,1.85,14,19,5,5.16,2.34,0,0,1.01,1.46,0,7.36510342499549,3.80277989711078,7.91748929210098,3.71205406623582,0,0,1.50319530784971,1.927085685767
"Fos.K.06.011",54.38,1,10,9,0,8.45,0,15,19,5,8.15,2.64,0,0,1.18,1.5,0,8.09265013873104,0,7.77367229285021,2.50885632536396,0,0,1.13746109512918,1.45079185077161
"Fos.K.06.016",28.81,1,8,7,NA,NA,NA,14,20,5,4.55,NA,0,0,1.45,1.19,NA,NA,NA,8.72216210702546,NA,0,0,2.64477441611596,1.81686307152222
"Fos.K.06.018",40.58,1,9,8,0,4.62,1.8,14,19,5,4.67,1.76,0,0,2.29,1.46,0,5.93673522341261,2.85466475349148,6.14423851056487,2.36554064640491,0,0,2.96149011348221,1.74269530933906
"Fos.K.06.025",53.97,1,9,8,0,8.84,1.96,NA,19,5,NA,2.46,0,0,2.23,2.03,0,8.5307493943577,1.83244824940978,NA,2.35884406232985,0,0,2.16600243737013,1.97411205546093
"Fos.K.06.029",43.36,1,10,8,0,5.96,1.77,NA,19,5,NA,2.31,0,0,1.17,1.17,0,7.16558216117483,2.48270158231109,NA,2.87045868420155,0,0,1.41570189935436,1.33160336176558
"Fos.K.06.032",49.75,1,10,9,4.38,6.68,7.68,NA,20,6,7.25,2.46,0,0,1.62,1.6,4.56622668330863,6.99555473465936,8.34961574866611,7.6255212297767,2.59760003794664,0,0,1.70751912663703,1.64970120044834
"Fos.K.06.047",60.85,1,9,8,0,8.43,2.45,14,19,5,8.83,3.72,0,0,1.54,1.97,0,7.21159201355112,1.83388613095013,7.44365470890478,3.09456634192099,0,0,1.32606409887072,1.75750503555032
"Fos.K.06.050",25.7,1,8,7,0,2.94,0,NA,19,5,3.02,0.93,0,0,0.55,1.13,0,5.97697740234779,0,6.56340887154267,2.14696010923013,0,0,1.12508642577952,1.87285426157845
"Fos.K.06.059",59.76,1,9,8,0,7.42,2.49,13,20,6,NA,2.72,0,0,1.69,1.48,0,6.46384740270949,1.9273190591393,NA,2.31164873395256,0,0,1.48187285752033,1.3376212072933
"Fos.K.06.006",56.76,1,9,9,0,8.15,2.65,NA,19,5,8.41,2.71,0,0,2.21,1.12,0,7.47668018246927,2.25659683422203,7.65286643808068,2.44799759866912,0,0,2.04066387396436,1.05042113313888
"Fos.K.06.063",49.35,2,9,8,0,NA,2.43,14,20,5,7.14,NA,0,2.1,1.22,1.33,0,NA,2.68169201158988,7.57673193651919,NA,0,2.18253814619482,1.29637282933403,1.37929239361297
"Fos.K.06.065",62.55,0,10,8,0,9.54,2.46,15,19,5,9.68,3.28,0,0,2,0,0,7.93841801728523,1.74970190448533,7.91684744455222,2.64094598848132,0,0,1.67517677885365,0
"Fos.K.06.067",43.43,1,9,8,0,NA,1.97,14,19,5,NA,2.05,0,0,1.75,1.2,0,NA,2.75498460889257,NA,2.5425152865088,0,0,2.11407664545714,1.36416480686953
"Fos.K.06.046",39.34,1,10,8,0,6.73,2.35,14,19,6,7.43,2.4,0,0,1.15,1.5,0,8.92187595728647,3.94755300616376,10.1146015109818,3.34648950325963,0,0,1.53427288354638,1.83081750682752
"Fos.K.06.069",64.58,1,11,9,NA,NA,NA,14,19,5,NA,3.55,0,0,2.1,1.77,NA,NA,NA,NA,2.75225143561056,0,0,1.70343440618011,1.51299182306764
"Fos.K.06.070",28.79,1,8,7,0,4.19,1.13,14,19,5,NA,NA,0,0,0.84,0.77,0,7.60026220903361,3.38552067301342,NA,NA,0,0,1.53321366813936,1.17620410126677
"Fos.K.06.071",24.77,1,9,7,NA,4.5,NA,NA,18,5,NA,1.54,0,0,0.85,0.64,NA,9.49341514028693,NA,NA,3.71379232458355,0,0,1.80431070677696,1.08920186620265
"Fos.K.06.072",50.18,1,10,8,0,8.23,2.54,14,19,4,8.44,2.4,0,0,NA,1.49,0,8.54460422798377,2.71776772950005,8.79361141485798,2.50854749524743,0,0,NA,1.52681255433447
"Fos.K.06.051",55.02,1,10,9,NA,NA,NA,NA,19,6,9.41,2.53,0,0,1.18,1.66,NA,NA,NA,8.86084235507613,2.37123685387327,0,0,1.12417897558962,1.59210023906445
"Fos.K.06.080",38.06,1,10,9,0,5.21,1.41,NA,20,5,5.43,1.7,0,0,1.13,1.55,0,7.14012704864828,2.51826941744185,7.6655645591117,2.4651257106669,0,0,1.5584917417434,1.93735286319074
"Fos.K.06.081",44.26,1,10,NA,0,NA,1.42,14,20,5,NA,1.49,0,0,1.14,1.54,0,NA,1.91736442820109,NA,1.80700711247522,0,0,1.35124487917695,1.72702336090201
"Fos.K.06.084",43.76,1,9,7,0,5.46,1.14,14,20,5,5.49,1.97,0,0,1.29,1.57,0,6.50418285637449,1.5720461024247,6.64847862701196,2.42149094975464,0,0,1.54657916316203,1.77510002919439
"Fos.K.06.085",53.56,0,10,8,0,NA,1.65,14,19,5,NA,4.12,0,0,2.04,0,0,NA,1.56457818689642,NA,3.98642210613882,0,0,1.99668217598927,0
"Fos.K.06.086",40.23,1,9,8,0,NA,1.67,14,19,3,6.94,2.32,0,0,NA,0.95,0,NA,2.69135519197075,9.21815936162121,3.15036417729452,0,0,NA,1.14102622745512
"Fos.K.06.087",62.8,1,11,9,0,8.86,2.06,14,20,5,NA,2.72,0,0,2.02,1.62,0,7.34310201800262,1.45440627882834,NA,2.17973214506173,0,0,1.68516708939338,1.41286638937144
"Fos.K.06.092",66.76,1,11,9,0,9.07,2.34,14,19,5,9.88,3.64,0,0,2.04,1.59,0,7.06940235402049,1.47508908286346,7.52230526807969,2.71323109895743,0,0,1.60052357211763,1.32708678243207
"Fos.K.06.102",59.62,1,10,9,0,NA,1.95,14,19,5,NA,NA,0,0,1.64,1.1,0,NA,1.51592121476977,NA,NA,0,0,1.44142036935327,0.995854988359099
"Fos.K.06.104",73.47,1,10,9,0,NA,2.06,14,19,5,10.08,3.78,0,0,2.46,2.06,0,NA,1.08739200995531,6.90800952415108,2.51548254208253,0,0,1.7531213108871,1.6050175745214
"Fos.K.06.107",45.56,0,9,7,0,6.59,2.57,14,20,5,6.57,2.07,0,0,1.61,0,0,7.53883315738163,3.28889373020814,7.61166949720978,2.42580354655138,0,0,1.85367680046031,0
"Fos.K.06.109",65.66,1,9,8,0,NA,2.33,NA,19,5,NA,3.1,0,0,1.73,1.93,0,NA,1.51471292722868,NA,2.35663183261125,0,0,1.38013461111367,1.63021392121103
"Fos.K.06.112",43.02,1,9,8,0,6.77,0,14,19,5,7.62,2.14,0,0,1.23,0.91,0,8.20403301690602,0,9.40249987503016,2.68411900833218,0,0,1.50011029994795,1.04156707607911
"Fos.K.06.113",50.02,1,8,7,0,NA,2.6,14,19,5,NA,NA,0,0,0.91,1.54,0,NA,2.79848103374168,NA,NA,0,0,0.953964547237953,1.58167359330727
