"univID","stl","mds","mdf","maf","lps","ect","tpg","mav","mcv","mpt","cle","pmx","ds1","ds2","lpt","ds3","lps.sc","ect.sc","tpg.sc","cle.sc","pmx.sc","ds1.sc","ds2.sc","lpt.sc","ds3.sc"
"Joe.G.M.065",68.5,3,12,10,12.045,12.5732319681997,17.6042250445913,14,17,7,13.119,NA,6.871,7.15,2.934,2.266,9.90357864544533,9.54993109972676,10.5806087617589,9.70994792674357,NA,5.17286727832797,5.7249628209467,2.24323323501435,1.85665918226391
"Joe.G.M.066",70.53,3,12,10,11.055,12.4514369565217,16.1754456521739,15,18,7,13.559,4.552,6.048,6.911,3.493,2.004,8.89466888680459,9.18406923535727,9.20968279591691,9.71869338163481,3.17932688117421,4.43044227876096,5.4065283039649,2.59346504262099,1.60788748689958
"Joe.G.F.070",67.46,3,12,10,11.22,11.183498201932,16.3262576853081,14,18,6,12.715,3.759,6.825,7.056,3.023,2.301,9.33060823197151,8.62588521023377,10.0947090745759,9.57046346348907,2.76753565165206,5.21237204977148,5.71887244174827,2.34705071886751,1.90617825787824
"Joe.G.M.071",65.47,3,12,10,11.88,11.2233920396677,16.0017638137246,14,17,6,12.893,3.942,7.087,7.6,2.642,2.616,10.1015002928654,8.92092375854795,10.4586263914043,10.0290291072337,3.00702504081124,5.56636326138387,6.30825965563381,2.11383739479784,2.21426413044923
"Joe.G.M.072",69.24,3,12,10,11.22,10.2185335240676,15.6192069954275,15,17,6,13.221,4.796,7.181,7.297,2.88,2.344,9.15196733813733,7.67812909722838,9.20247326265843,9.6705931375612,3.42377917916706,5.35213209173793,5.79293933665733,2.17832271838887,1.90579643485412
"Joe.G.F.073",67.65,3,10,9,12.045,11.8984254016316,17.0324655930762,14,16,6,12.408,4.12,7.302,8.08,3.16,NA,9.99579311268427,9.15142655547108,10.4766154814491,9.31057045617376,3.02323313265159,5.56199835175912,6.5341872400439,2.44649993292036,NA
"Joe.G.M.074",42.05,3,11,10,8.25,6.87993844492441,10.138596112311,13,18,6,7.709,2.375,4.277,4.76,1.636,1.394,9.74411425897877,8.53041402146649,15.0529081104515,9.7536911856819,3.06041663346432,5.08495759470203,5.61889159895371,2.0414756490006,1.62190727905046
"Joe.G.M.080",60.41,3,12,11,9.735,9.91958318781983,14.1625755525813,14,18,6,11.598,3.254,4.686,4.856,2.268,1.664,8.78688877450771,8.54795533382716,10.7445811619808,9.85534067708465,2.73027726052481,3.96845600190982,4.29697452747781,1.96721043106975,1.49227391770771
"Nor.G.M.041",45.2,3,11,9,5.445,6.26609746935296,8.30638155928093,15,16,6,8.75,3.045,2.67,3.426,1.059,0.899,6.09536629733201,7.22563301478203,10.7873198179555,10.2260556436297,3.60207317325489,2.96676810103638,3.81834889622026,1.22903073260929,0.993066697332273
"Nor.G.M.042",48.68,3,12,8,5.115,7.36778623767548,8.18961968571909,14,16,6,8.966,2.741,2.621,3.038,1.448,0.64,5.41923262504087,7.88616158823404,9.26975656687897,9.6584035019748,2.96980667015688,2.71692316639214,3.19192459459957,1.55990541447983,0.670271511644309
"Nor.G.M.043",45.99,3,11,8,5.775,7.13331251023484,9.60605236049633,15,16,6,9.091,2.972,2.908,3.188,1.013,0.95,6.38217088425544,8.08374863695135,12.0809470543119,10.424220653503,3.44431490876155,3.17922080280929,3.50445721746963,1.15537260411498,1.03641768454594
"Nor.G.M.045",45.94,3,10,8,5.445,7.22157468049155,8.00560171612072,14,17,6,8.867,2.86,2.863,3.444,1.199,0.955,6.02233598777048,8.19271596979727,10.088474962037,10.1795299008126,3.31878810505381,3.13321350016269,3.78914636885067,1.36900821535373,1.04268725615923
"Nor.G.M.046",42.72,3,11,9,5.115,6.13513482032701,7.53455689891241,15,16,5,7.513,2.644,3.368,3.155,1.605,0.958,5.97087890617742,7.48712390682589,10.8636884792476,9.34202599265342,3.34386292574466,3.94540745198334,3.67774871244656,1.97126072230839,1.10203485417909
"Nor.G.F.067",41.24,3,11,7,4.62,6.13120893825262,7.56664051635357,15,16,6,7.643,2.588,3.386,3.371,1.252,1.052,5.53605654730654,7.75202558228034,11.646641680752,9.87907858103928,3.412594465637,4.09963086379767,4.04130808316004,1.59310845504592,1.24122161084414
"Nor.G.F.068",44.17,3,10,8,5.61,6.44499752815285,7.42986781285691,14,17,6,8.242,2.327,3.614,4.29,1.748,1.392,6.38845109936543,7.60598425893382,10.070144426588,9.87944299959716,2.82889504575135,4.10331042846941,4.86977504332113,2.07614689077421,1.56333476115397
"Nor.G.M.069",55.01,3,12,8,5.94,8.75958154434085,9.53122897542399,NA,16,6,11.415,4.255,2.987,3.434,1.875,1.186,5.7473975043938,8.29265407089834,8.60126948763963,10.7509796533169,3.98884777369583,2.76142624484592,3.27365892784301,1.78662732100105,1.13763707319875
"Nor.G.F.070",46.79,3,11,8,4.95,6.77534138356088,8.89854490771105,15,16,6,8.59,2.647,3.056,3.541,1.417,0.8,5.40085333810352,7.5462470409251,10.8391411983229,9.66486451790092,3.00565167897411,3.2875069463728,3.83946476828278,1.58841428438118,0.862023439120421
"Nor.G.M.071",55.72,3,10,8,6.105,8.84368906887007,11.6117261294584,15,16,6,10.831,3.353,3.658,4.031,1.646,0.993,5.85108585314951,8.26514234135151,10.2326669407516,10.0582207439304,3.09589348756853,3.34138816912289,3.80378239334542,1.54835829151061,0.943769695782045
"Nor.G.M.072",45.65,3,11,7,4.785,7.06356939401376,7.83814072829469,15,15,6,8.783,2.649,2.291,2.769,1.341,0.721,5.31729075431398,8.06458820408152,9.99404768568412,10.1534988360256,3.09707903673852,2.52213833435829,3.06188496425154,1.54090734590115,0.790792031466389
"Nor.G.M.073",47.86,3,12,8,5.445,7.66269358178054,9.10163354037267,15,16,6,8.979,2.54,2.977,3.729,1.387,0.892,5.84206439050277,8.34294899370872,10.6315595255998,9.854647979133,2.80795309899776,3.13543269958504,3.97123901064119,1.51989174873767,0.945665295067572
"Nor.G.M.074",49.62,3,13,10,6.105,7.34386491264063,9.18997228947274,14,17,5,9.411,2.88,2.957,3.538,1.031,0.792,6.37694209882976,7.71101535811528,10.0398069953407,9.92695042191735,3.05053010868975,3.01081530475091,3.66113259091897,1.08955701337614,0.818138938877074
"Nor.G.F.075",52.15,3,11,8,6.105,7.91718004115226,10.2185895061728,15,15,6,10.16,2.626,3.162,3.818,2.299,0.912,6.14584326772455,7.90801262932003,10.1806729993428,10.1471295419159,2.62241490808276,3.07306447932517,3.79763839200149,2.31126073449096,0.909026445367011
"Nor.G.F.076",40.63,3,11,8,4.125,5.91470411674598,6.74889374680012,15,16,6,7.747,2.07,2.243,2.68,0.81,0.879,4.99788520389913,7.59104661274493,10.6788409713247,10.1788132297703,2.77814429157259,2.75389267099663,3.25121786488865,1.04621988394071,1.04827006479486
"Nor.G.M.077",45.21,3,10,7,5.115,6.64759167724364,7.43434056113366,14,16,6,8.727,2.311,2.83,3.447,0.744,0.813,5.72501004237069,7.66384311687419,9.65086152202022,10.1966969933297,2.73307411688268,3.14390067688565,3.84107787528447,0.863263290606422,0.897925351731714
"Nor.G.F.078",47.01,3,13,9,5.775,7.00266675298804,10.3651589773639,15,15,6,8.733,2.545,3.076,3.33,1.755,0.973,6.27909476805419,7.76278153279422,12.5163124565639,9.77524522587716,2.87382292530155,3.29451972204219,3.59723228005403,1.9580597792493,1.04490780441922
"Nor.G.F.079",45.86,3,11,8,5.94,6.80856385911591,8.8304152308913,15,17,6,8.062,2.469,3.099,4.079,1.173,1.27,6.5783259497129,7.73769647193994,11.1638878501595,9.27311200837452,2.87098525396003,3.39702687377546,4.49401024888652,1.34166706777346,1.38834806525579
"Nor.G.F.080",47.1,3,11,7,5.61,6.93837595897143,9.82314655929702,15,16,6,8.679,2.375,2.906,3.548,1.803,1.278,6.0910385481627,7.67675215505925,11.8198411712859,9.69440581487341,2.67579080533812,3.10687371920054,3.82689994591498,2.00775480825018,1.37056320854297
"Nor.G.F.081",53.44,3,9,7,5.94,7.98322863739825,10.4455495757929,15,16,6,9.477,2.743,2.939,3.825,1.278,0.881,5.87226026715286,7.78068461726125,9.94603322347916,9.21425355463799,2.6611260122692,2.79172517329493,3.73136399667234,1.25368238776513,0.862842657966376
"Nor.G.F.082",47.64,3,9,7,5.445,6.81794406975519,9.00647418128387,15,16,6,8.816,2.416,2.99,3.901,1.984,0.64,5.86207752506538,7.45763416168727,10.6106179953312,9.72485836459331,2.68548423761994,3.16273954781182,4.1696658973001,2.1841706490267,0.68075441387515
"Nor.G.F.083",52.92,3,10,8,5.94,8.33207050867266,11.4235979936234,15,15,6,10.35,2.494,3.307,3.995,2.172,0.82,5.91503592009342,8.20081440048003,11.0762194678971,10.1717493178619,2.44773831153112,3.17017773174166,3.92763357149969,2.15168938602627,0.80876287640154
"Nor.G.F.084",47.74,3,12,7,5.94,6.62864975069454,9.77300551840538,14,16,6,9.047,2.56,3.208,3.853,1.572,1.346,6.38504806556386,7.23532678006161,11.4690205899278,9.95670620557493,2.83848905281388,3.38667792826932,4.11149648404035,1.72696384914393,1.4295558982503
"Nor.G.F.085",47.96,3,10,8,5.775,7.67566869740021,9.97459533894398,15,15,6,9.507,2.507,3.297,4.054,2.159,1.064,6.18653679379025,8.33957632526432,11.6062783687493,10.4102373457772,2.76462989268771,3.46568277870588,4.31018905994276,2.36090679616314,1.12632265512041
"Nor.G.F.086",48.6,3,11,9,5.61,6.74218472042619,8.70597103572708,15,16,6,9.098,2.477,2.52,3.188,1.389,0.678,5.95093509250972,7.22847462994965,9.88429250154973,9.81832467764723,2.68900143794112,2.61625285703603,3.35390967332455,1.49881841491411,0.710908625858779
"Nor.G.M.087",48.85,3,12,9,5.445,7.28555715534684,9.3826444415395,15,16,6,9.903,2.718,2.944,3.607,2.139,0.828,5.75395233374293,7.77089321443979,10.5517389661371,10.626980036618,2.93275440353252,3.04179891806837,3.77925915550636,2.29625765568808,0.864994110558032
"Swa.G.F.061",47.44,3,11,7,7.425,7.8225706444564,10.7055074064828,15,16,6,9.075,2.342,4.775,5.314,1.872,1.491,8.01874298464696,8.59274715097516,12.7109832391071,10.0569399251623,2.61623176844897,5.07079911372463,5.69902046646873,2.06959278949577,1.59074690377844
"Swa.G.F.062",62.11,3,11,9,8.25,9.63136170045927,13.5345946280544,15,16,6,12.38,2.88,4.229,5.756,2.718,0.82,7.29469088253208,8.07146183828912,9.75339629472794,10.2038985769792,2.33834566768081,3.48956559966914,4.9821577702813,2.29275567613865,0.720854977005202
"Swa.G.F.063",49.58,3,10,8,7.095,8.11213349891914,11.3953009999245,14,17,6,10.089,2.129,3.82,4.907,2.662,1.021,7.41547836915635,8.52459421858987,12.467691297378,10.6515553715948,2.25721665457204,3.89245947836569,5.08103616518616,2.81547024829237,1.05530818750275
"Swa.G.F.064",46.72,3,11,8,7.095,7.56610042810313,10.3921204605117,15,16,6,8.646,2.393,3.754,5.042,2.057,1.163,7.74983061459041,8.43965966093297,12.6936071115311,9.74388759769344,2.72205813594487,4.04404915851815,5.4734961493344,2.30930320620305,1.25451555406596
"Swa.G.F.065",44.1,3,11,8,6.93,7.09028829361085,10.2009885638311,15,16,6,8.6,2.4,3.749,4.717,2.019,1.227,7.90091198640196,8.38085489169033,13.8667092105346,10.3265473167807,2.92312503434118,4.26291464379802,5.36124189778715,2.40184208082003,1.37959717759422
"Swa.G.F.066",40.45,3,10,7,6.435,6.41604346369284,9.33668134987255,15,16,6,7.874,2.723,3.254,4.056,1.768,1.331,7.8224387568681,8.27127550624047,14.8955888834926,10.3962745483132,3.67380086168433,4.01181461181523,4.93790924320977,2.29380231864605,1.59238491955873
"Swa.G.M.067",40.35,3,12,8,6.27,6.28045399007043,8.97757480079573,14,17,6,7.943,1.976,3.721,3.907,1.24,0.998,7.63587975371467,8.11663131044047,14.3885287915965,10.5159387386587,2.67379388753029,4.59821789145669,4.76588627876438,1.61277791778818,1.19611527722171
"Swa.G.F.068",47.34,3,9,8,6.765,7.78327074991507,10.8986726470445,15,16,6,9.207,2.349,3.581,4.699,1.631,1.234,7.31741798312669,8.56771533659854,12.9910383366337,10.2269068615077,2.63061678719497,3.81035510844686,5.04792728697785,1.80697856421874,1.31855167757094
"Swa.G.F.069",45.49,3,10,8,6.765,6.88304494205687,10.2762379913023,15,16,6,8.804,2.4,4.107,4.818,1.963,1.163,7.53716631349447,7.88623948463679,13.1882882509554,10.2171158348706,2.81765175764189,4.53624302583849,5.34251389116981,2.2635954219282,1.27879963088863
"Swa.G.F.070",43.93,3,11,8,6.6,6.98712320003393,10.2679834528809,15,16,6,8.27,2.504,3.879,4.453,1.872,1.28,7.54628114064859,8.29100922930453,14.0580447310038,9.97252759736799,3.06377495004805,4.42671544157921,5.07675858489779,2.23561938847898,1.44318859929387
"Swa.G.F.071",36.5,3,13,8,6.105,5.88372383259063,8.59760482106909,14,17,6,7.465,2.4,4.178,4.409,1.549,1.219,8.00945782443663,8.40957916542053,16.5937693542913,11.0343091654237,3.65700527698464,5.67122944289398,5.82482779589119,2.22804470101475,1.57015353357127
"Swa.G.F.072",52.48,3,11,9,6.93,8.10821101660254,11.7123119838057,15,16,6,9.736,2.454,4.092,4.89,2.548,1.461,6.94377462423798,8.04767869534629,11.5332357195232,9.65650538540783,2.43241161667953,3.95348662689988,4.83957669333763,2.54541883864019,1.44965031943462
"Swa.G.M.073",38.82,3,10,8,5.775,6.44688237626696,8.56403710498227,15,16,6,7.704,2.697,NA,NA,1.565,0.742,7.23776686930642,8.66152650119387,14.7451177410567,10.6420622217787,3.82034463158976,NA,NA,2.11602283666767,0.914345685258954
"Swa.G.F.074",46.36,3,10,8,6.93,8.39367748478702,10.085430020284,14,15,6,9.304,2.875,3.97,4.737,2.172,1.069,7.61318875566763,9.43580387081178,12.4968660548409,10.5749403522654,3.30043213098164,4.30782709006386,5.17413346411167,2.45741737736139,1.15954642612073
"Swa.G.M.075",41.59,3,11,7,6.6,6.19510135951875,8.79873464867791,14,17,6,7.259,2.222,4.209,4.508,1.219,1.013,7.85919724636208,7.76661029075159,13.3326329551329,9.29601098680762,2.90080198255293,5.05591838845341,5.36818623477173,1.5380137542998,1.18797020490733
"Swa.G.F.076",52.28,3,9,8,7.26,8.13681983134219,11.2817298617654,14,16,6,9.418,2.337,4.554,5.395,2.349,1.156,7.29507653787141,8.1071019715061,11.1881267215999,9.38037343639592,2.32693870916403,4.4156067050502,5.3556110935622,2.35563244058926,1.15017124496133
"Swa.G.M.077",44.15,3,9,8,6.765,7.30718406697129,9.94757561719262,14,17,6,8.329,2.629,3.721,4.072,1.613,0.818,7.70631062567506,8.62740624039967,13.4938655667034,9.98869675936246,3.19774598805283,4.22658948980357,4.62397882379519,1.91667496673955,0.918982830071968
"Swa.G.F.078",49.83,3,11,8,7.755,7.75999339271646,11.6552353078198,15,16,6,10.239,3.025,4.651,5.138,2.258,1.107,8.07508697737747,8.11346294740481,12.6337743277159,10.7503437689354,3.18813135221573,4.71695502315828,5.2989858264039,2.37615075720418,1.14006990514506
"Swa.G.F.080",56.1,3,11,8,7.095,10.1527496824191,12.1368902670952,15,16,6,12.304,3.365,4.097,5.083,2.885,1.217,6.76569217518687,9.42401904562233,10.5615861975912,11.3411123569893,3.08206657199746,3.71864999056508,4.77062170550685,2.69540635499811,1.15102882678766
"The.G.F.061",69.9,3,8,7,12.21,10.7948362365297,16.5654693939582,14,17,6,12.804,3.426,6.513,7.94,2.568,1.707,9.88960787516179,8.03424610716741,9.58989233508366,9.26845706336181,2.41843727090701,4.8113292959512,6.25601465752659,1.92392728978908,1.37845207014626
"The.G.F.062",67.66,3,10,9,11.22,10.7673368010414,14.7542015371023,14,17,6,12.791,3.84,5.824,7.409,2.098,1.115,9.31012825561952,8.28024404559638,9.07277688521959,9.59640288652841,2.81727751489691,4.4355786716518,5.99085415213491,1.62404914770723,0.921717589886272
"The.G.M.063",60.01,3,11,9,10.395,10.0244156908353,12.7130641057525,14,18,6,10.424,3.416,6.099,6.99,2.38,2.126,9.42899143498866,8.69611860219289,9.76437604352465,8.92263442049033,2.88884188992926,5.19732050572325,6.21808048462766,2.0781702600784,1.91571907928483
"The.G.F.065",75.5,3,12,9,11.385,12.3571708066611,17.8120604595099,14,17,6,14.135,3.63,7.341,8.352,3.838,1.458,8.70869693514072,8.51206625031196,8.93915240167231,9.40117750555591,2.33893786665483,5.04544673042174,6.18933434267391,2.6613317035303,1.11394559656832
"The.G.F.066",72.32,3,11,9,12.54,11.6953049882677,18.178004528628,14,17,6,14.275,4.996,7.747,8.194,2.451,2.09,9.90351638801057,8.41193822242172,9.8801350677732,9.9539812578304,3.38739413324638,5.54341082283144,6.2836987978249,1.77459139631541,1.64695789859425
"The.G.F.067",75.03,3,11,8,13.365,11.8966498283829,18.2303009674313,15,16,6,13.35,4.633,7.757,8.725,3.825,2.266,10.2707490386643,8.24639710986072,9.2555458891932,8.94020660738806,3.0073637271201,5.3626270326186,6.49794722001318,2.66899648098577,1.73906267765065
"The.G.M.068",74.3,3,13,10,11.715,12.3463737670453,17.0365203497184,14,18,5,13.193,3.614,7.259,7.96,3.739,1.994,9.06832717454986,8.64257795400601,8.80761321107203,8.93049113757086,2.37323169077715,5.0644989678435,5.97449815418396,2.63472097829541,1.54110345306193
"The.G.F.069",56.11,3,11,9,9.075,8.98980196876163,14.305641130947,14,17,7,10.272,2.88,4.765,5.763,2.487,1.245,8.65264751067744,8.34305030972206,12.4447332903645,9.46627875161085,2.63728926683362,4.32423973802753,5.4080651561197,2.32314602038478,1.17736019252862
"The.G.F.070",63.05,3,10,9,10.89,10.3382223433995,15.7323629274891,14,18,6,11.212,3.371,6.193,6.843,3.111,2.118,9.52222956494623,8.53412247104081,11.0259189307962,9.08993404893141,2.68874537941526,5.03879152476847,5.85266966407344,2.58499359160231,1.84192572186545
"The.G.F.071",52.92,3,9,8,8.91,8.90420082172748,12.2711920829904,15,17,6,9.042,3.297,5.011,6.144,2.047,1.59,8.87255388014014,8.76393187594635,11.8980391921872,8.88627607073503,3.2358433091893,4.80367723427803,6.04039566039903,2.02785827495201,1.5682109432664
"The.G.M.072",75.21,3,12,10,11.88,11.5278769819612,16.5910507867682,14,17,6,14.559,4.064,6.426,7.864,3.686,1.654,9.11333150355493,7.97156882611711,8.3859742432571,9.72421196835439,2.63054061888809,4.43251395928354,5.84556456298106,2.56582607265612,1.26719374123101
"The.G.M.075",67.43,3,12,10,10.89,11.2943379273209,15.1266671297683,14,18,5,13.056,4.054,6.886,6.721,2.352,1.468,9.059169079824,8.71526876188174,9.36070191720512,9.83193508267725,2.98629980666615,5.2611496165772,5.44928343286176,1.82690334651884,1.2164990313149
"The.G.F.077",64.98,3,10,9,10.56,10.1551429736038,15.6442078015506,14,17,7,11.793,4.089,5.898,6.487,2.71,2.25,9.02932073295652,8.13295453322556,10.3682829346359,9.24941078280059,3.14703226178612,4.66518494096189,5.41670463323859,2.18465741472264,1.9147794696872
"The.G.M.078",48.52,3,10,10,8.415,7.88924055165762,11.0664622738728,14,16,6,8.89,3.289,4.267,5.418,1.638,1.349,8.9373248186183,8.47226934092445,12.6026865661963,9.61123856885324,3.57747147825802,4.4368194740722,5.70743773093819,1.77043066916056,1.41615303706332
"The.G.M.079",64.84,3,13,10,10.56,10.3151457085828,14.4568672654691,14,18,6,13.076,NA,6.37,6.64,1.844,1.656,9.04378762501463,8.27900952065747,9.61974138405036,10.2800184202005,NA,5.04871219287813,5.55398167066884,1.48975654827177,1.41146365165379
"The.G.F.080",67.76,3,11,9,11.385,10.8377523924974,16.2702924186386,14,18,6,13.056,3.665,6.393,6.612,1.483,1.516,9.43669141508667,8.32204217958056,9.97771735589254,9.77933592482996,2.68418734000828,4.86220250484164,5.34012947764117,1.14628060265555,1.25187593412027
"Vib.G.F.032",44.83,3,11,9,5.61,6.9491495041683,9.46648013620919,14,18,6,7.904,2.512,3.211,3.675,1.77,0.714,6.31850637508634,8.07970295283195,12.4826196790409,9.32114531063264,3.00062799145381,3.59546568942828,4.12273230651802,2.0712074097641,0.79338165578151
"Vib.G.F.036",44.77,3,9,8,6.105,6.711832734577,9.90217488663218,14,18,6,7.302,2.179,3.444,4.153,2.136,0.792,6.88286048125302,7.81428055863941,13.089580689703,8.6238911175921,2.60698506724494,3.86120279480688,4.66393401992809,2.50285375339273,0.880900993167022
"Vib.G.F.037",49.52,3,11,9,6.435,7.98899413934831,10.8592656408932,14,18,6,8.717,2.664,3.198,4.143,2.332,1.077,6.73171418072586,8.40540932453414,11.9079031661242,9.21530635690826,2.82848947869475,3.26235796892872,4.29407358002644,2.46944503230139,1.11415900735818
"Vib.G.M.038",42.2,3,10,9,5.115,7.13103167487054,8.89970042015169,14,18,6,8.095,2.55,2.946,3.256,1.834,0.772,6.02540424661596,8.81018136184513,13.1265929571309,10.2020776871139,3.27209413945578,3.49086296150678,3.83263940669699,2.28038295822067,0.89592004933377
"Vib.G.M.040",47.13,3,12,9,5.775,7.46614575654629,9.20576378525558,14,18,6,8.712,2.824,2.995,3.81,1.344,0.973,6.2672239853039,8.25540602669932,11.0639030221402,9.72446080752478,3.17925791675895,3.20011720993378,4.10741421911059,1.49567285393161,1.04299526531522
"Vib.G.M.062",44.04,3,11,9,6.27,7.19478508200549,9.0314853857031,14,17,6,8.532,2.56,3.208,3.703,1.521,0.82,7.15567179531247,8.51600806871735,12.3079611935479,10.260232692762,3.12303116114686,3.65240731113637,4.21331157447178,1.81188619985481,0.92288265881322
"Vib.G.M.063",40.35,3,10,8,5.115,6.44143656747418,8.58676817221181,14,18,6,7.257,2.438,2.459,3.053,1.974,0.719,6.22927032539881,8.32467936401375,13.7621756224947,9.60772597588392,3.29894205354193,3.03870405672991,3.72414917048059,2.56743839493054,0.861730345012431
"Vib.G.F.064",44.56,3,10,9,5.445,7.16947078440137,9.40214205418572,14,18,6,7.168,2.954,2.375,3.264,2.276,0.912,6.16022835253501,8.38659424893582,12.5373607115971,8.50947975477137,3.55393816487335,2.67445342033051,3.67929721772802,2.67951575792716,1.01780385966245
"Vib.G.F.065",44.67,3,10,7,5.115,7.01375327261128,8.82354087936838,15,16,6,7.336,2.781,2.586,3.251,2.037,0.528,5.77630046210783,8.18415150711734,11.7121819741944,8.68535977592214,3.33604840067155,2.9053424091261,3.6574629781206,2.39221474588693,0.588211772391357
"Vib.G.F.066",44.52,3,11,9,5.94,7.07607659283114,10.6538678166213,14,18,6,7.877,2.67,2.685,4.1,2.672,0.465,6.72473032726521,8.28481384981294,14.230148514462,9.36039993056293,3.21567769191514,3.02608357203072,4.62496902362389,3.14856055870045,0.519281062433568
"Vib.G.F.067",41.09,NA,10,8,4.785,6.77614389396026,8.35391658172965,14,16,6,7.709,2.207,0,NA,2.289,1.046,5.74930199370696,8.59886229701771,12.9455510236244,10.0043628458658,2.92278440619897,0,NA,2.92331395624311,1.2373782655273
"Vib.G.M.068",NA,3,11,6,4.95,6.39052763231217,8.66962303995594,14,18,6,7.051,2.418,2.733,3.462,1.524,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vib.G.M.31A",43,3,11,9,5.61,6.68778189707133,9.09066868208942,14,18,6,7.325,2.593,3.172,3.566,1.557,1.191,6.51702727890039,8.10818497093642,12.949629976274,9.0431115828362,3.25409077602277,3.69314465139094,4.13530117727601,1.89980675667824,1.36364943237795
"Vib.G.M.31B",43.08,3,11,9,5.115,6.36669881313484,8.87550018088624,14,18,6,7.96,2.982,2.901,3.051,1.173,0.798,5.93380314803631,7.70451234088569,12.599646253236,9.80700426767888,3.73403893156764,3.3717472022776,3.53285562037993,1.42859280103896,0.912459876655432
"Emi.B.F.199",39.1,3,11,7,3.3,5.32592649996702,5.99189996469647,15,15,NA,7.076,2.489,1.306,2.339,0,0.747,4.11386258615045,7.10403783973685,10.180048600633,9.69768017671594,3.49582987503417,1.66214924801188,2.92551167143962,0,0.915765280649983
"Emi.B.F.200",50.56,3,9,6,3.8,7.98901791788669,7.61252710987156,14,16,6,10.211,2.908,0.696,1.989,0.782,0.424,3.91435994621919,8.23180493295826,8.03221778188957,10.5509874200134,3.01248932706791,0.696322531738702,2.02772561500017,0.810991177372042,0.43212645322239
"Emi.B.F.201",41.08,3,9,7,3.14,6.3187851636461,6.7896457225056,15,16,6,8.019,2.23,0.889,1.963,0.287,0.343,3.77347336566838,8.02043868743732,10.5262436981849,10.4094491651327,2.95409522412106,1.08028995180679,2.36062181297986,0.366621289292721,0.405826946585491
"Emi.B.F.202",43.36,3,12,7,3.14,6.43344992527337,5.9293554995098,15,15,6,8.923,2.301,1.968,2.395,0.922,0.645,3.6251730141143,7.73480100995812,8.31684761622483,10.9154773889264,2.85927507893843,2.27351519713985,2.75899628539035,1.11562149675617,0.734089032768207
"Emi.B.F.203",47.86,3,9,7,2.31,7.2505964565453,7.88493301814224,15,16,6,9.594,2.896,1.961,2.342,1.323,0.518,2.47845155960724,7.89426795751717,9.21033948091853,10.5296238681147,3.20150873019587,2.06536228548413,2.49413831132252,1.44975975744768,0.549164375386774
"Emi.B.F.204",41.56,3,12,9,4.13,7.11146751189668,7.14605197707135,NA,17,7,7.732,2.421,1.974,2.477,1.057,0.757,4.92058700329028,8.92189384435032,10.8428299611748,9.90959736545504,3.16329670840313,2.37280317082731,2.95133803704095,1.33458456589011,0.888213114715991
"Emi.B.F.205",51.59,3,11,7,3.96,8.21799249758238,7.95151568755184,15,15,6,10.495,2.967,2.093,2.756,0.93,0.467,4.01856774747216,8.29796197828483,8.08211335781208,10.6067858622218,3.00107437654391,2.05479927651066,2.76494584374331,0.945148153559611,0.469102734430335
"Emi.B.F.206",48.3,3,9,7,3.3,6.92168158156952,7.21926103076735,15,16,6,9.749,2.71,1.529,2.154,1.097,0.366,3.5166757863841,7.46720865219482,8.29095880435222,10.5926897435175,2.96359488638386,1.59663133875248,2.27728740812911,1.19111301825942,0.385476240961678
"Emi.B.F.207",55.3,3,10,7,3.3,8.98676980633928,7.82477807249553,15,15,6,11.255,3.376,0,2.334,0.95,0.523,3.18056144479253,8.46292593649349,6.99284357580585,10.5392234912653,3.1451850128348,0,2.2157337520702,0.900459036157191,0.499781069067308
"Emi.B.F.208",43.41,3,10,7,3.3,6.43274278237872,5.91053580549027,15,16,6,8.367,2.344,1.476,2.261,1.146,0.391,3.80663748691327,7.7250046667919,8.27276206573577,10.2223716455661,2.90873538082256,1.70329733765177,2.60224404815521,1.38505850019114,0.44463751860127
"Emi.B.F.209",52.72,3,11,7,3.3,7.57978187201597,7.48315141849796,15,15,6,10.251,2.832,1.796,3.101,1.257,0.528,3.29537982272736,7.48879998925617,7.30669061142832,10.116455480116,2.79195972082014,1.72780816859748,3.05790524635706,1.24998800839487,0.522183306411841
"Emi.B.F.210",49.09,2,9,7,3.14,8.08925679604597,7.91458419898479,14,16,6,10.371,2.619,0,2.515,0.8,0.632,3.30611648233676,8.58576927682472,8.8202787678871,11.0694245216423,2.80957857647163,0,2.62485560399929,0.854600415724724,0.65791586329425
"Emi.B.F.211",53.92,3,10,6,4.62,7.9465914811554,8.07853586162943,15,15,7,10.904,2.906,NA,NA,0.818,NA,4.53709956570443,7.67573663223035,7.56579031599815,10.4980382078462,2.78956459211753,NA,NA,0.795264282445875,NA
"Emi.B.F.212",54.46,3,10,7,4.46,8.3525439728553,8.02938352146836,15,16,6,10.206,3.33,2.748,3.647,1.11,0.884,4.34769306009951,7.98751448925077,7.38215983867246,9.71902494281322,3.15907586177973,2.56449121642163,3.50461476810799,1.06840672422068,0.854097260697711
"Emi.B.F.213",53.72,3,11,7,4.46,8.67977869327686,8.6899825007304,15,16,6,10.749,3.378,2.461,3.701,0.919,0.902,4.39206855952293,8.41528098458711,8.19466991892987,10.3911506095183,3.25695409478207,2.32626711220197,3.59542246224392,0.896796334855369,0.880098567602773
