"univID","stl","ips","mds","mdf","maf","lps","ips.prop","ect","tpg","mav","mcv","mpt","cle","pmx","ds1","ds2","lpt","ds3"
"Fre.L.f.061",38.43,8,3,9,7,5.28,1,6.58806816402808,8.09688924910966,14,18,6,6.619,1.885,2.997,3.302,1.577,0.754
"Fre.L.m.062",42.6,8,NA,12,9,5.94,1,6.94212282502759,9.12026981387857,13,18,5,7.62,2.794,2.54,3.556,0,0
"Fre.L.f.063",36.8,8,3,9,7,4.62,1,5.95579717053795,7.59907560407288,14,18,6,6.294,2.286,2.918,3.193,1.184,0.782
"Fre.L.m.064",39.87,8,3,12,8,5.775,1,6.58059559374396,8.33774279554057,14,17,6,7.031,2.637,2.751,3.02,1.3,0.828
"Fre.L.f.066",46.76,8,3,12,8,7.26,1,7.95365820906872,10.2878595881269,14,17,6,8.666,2.959,3.945,4.503,1.516,1.113
"Fre.L.f.067",34.61,8,3,9,8,5.28,1,5.47450863076878,7.07729628937963,14,17,6,6.088,2.004,2.951,3.594,1.242,1.077
"Fre.L.m.068",37.91,8,3,11,10,5.775,1,6.32579176192612,8.26073000238537,14,18,6,6.604,2.2,3.076,3.627,1.113,0.866
"Fre.L.f.069",40.08,8,3,12,10,6.435,1,6.73257785144679,8.21453015516756,14,16,6,7.221,2.438,3.658,3.952,1.575,1.204
"Fre.L.f.070",38.22,8,3,10,9,5.94,1,6.11734668924819,8.12765490024083,14,17,6,6.708,2.123,3.399,3.531,1.349,0.899
"Fre.L.m.071",42.22,8,3,9,7,6.6,1,7.21469413037727,9.64148234843246,13,17,6,7.391,2.377,1.974,3.645,1.613,0.752
"Fre.L.m.072",42.69,8,3,13,10,6.435,1,6.53041751657156,9.04903881942417,14,18,6,7.775,2.365,3.904,4.067,1.417,1.242
"Fre.L.m.074",38.06,8,3,11,9,5.775,1,6.22383717855559,8.03706592666744,14,17,6,6.731,2.172,3.251,3.673,1.138,0.965
"Fre.L.f.075",37.32,8,3,11,9,5.115,1,5.92612810955851,7.44037665635095,14,17,5,6.716,2.344,2.477,3.007,0,0.569
"Fre.L.f.076",43.05,8,3,13,9,6.105,1,7.10706692004705,9.37360469275792,14,18,7,7.686,1.991,3.061,3.345,1.511,0.724
"Fre.L.f.077",44.37,8,3,12,9,6.435,1,7.43951111016627,10.330792608107,14,17,6,7.981,2.601,3.462,NA,1.709,1.105
"Fre.L.m.078",46.46,8,3,12,10,7.59,1,7.61502403245493,9.8275782716504,14,18,6,8.537,3.167,4.524,4.737,1.669,1.323
"Fre.L.m.079",37.07,8,3,12,9,5.61,1,5.96128434617952,7.34976757651462,14,17,6,6.65,2.289,2.847,3.35,0.986,0.612
"Fre.L.m.080",38.39,8,3,11,10,5.61,1,6.44842712022967,8.15679647212422,14,18,6,7.099,1.88,2.967,3.429,1.331,0.767
"Joe.L.M.065",68.5,8,3,12,10,12.045,1,12.5732319681997,17.6042250445913,14,17,7,13.119,NA,6.871,7.15,2.934,2.266
"Joe.L.M.066",70.53,8,3,12,10,11.055,1,12.4514369565217,16.1754456521739,15,18,7,13.559,4.552,6.048,6.911,3.493,2.004
"Joe.L.F.070",67.46,8,3,12,10,11.22,1,11.183498201932,16.3262576853081,14,18,6,12.715,3.759,6.825,7.056,3.023,2.301
"Joe.L.M.071",65.47,8,3,12,10,11.88,1,11.2233920396677,16.0017638137246,14,17,6,12.893,3.942,7.087,7.6,2.642,2.616
"Joe.L.M.072",69.24,8,3,12,10,11.22,1,10.2185335240676,15.6192069954275,15,17,6,13.221,4.796,7.181,7.297,2.88,2.344
"Joe.L.F.073",67.65,8,3,10,9,12.045,1,11.8984254016316,17.0324655930762,14,16,6,12.408,4.12,7.302,8.08,3.16,NA
"Joe.L.M.074",42.05,8,3,11,10,8.25,1,6.87993844492441,10.138596112311,13,18,6,7.709,2.375,4.277,4.76,1.636,1.394
"Joe.L.f.078",38.19,8,3,11,10,6.6,1,5.6836499713698,8.43064783986046,14,18,6,6.627,2.314,0,4.354,1.331,1.041
"Joe.L.M.080",60.41,8,3,12,11,9.735,1,9.91958318781983,14.1625755525813,14,18,6,11.598,3.254,4.686,4.856,2.268,1.664
"Nor.L.M.041",45.2,8,3,11,9,5.445,1,6.26609746935296,8.30638155928093,15,16,6,8.75,3.045,2.67,3.426,1.059,0.899
"Nor.L.M.042",48.68,8,3,12,8,5.115,1,7.36778623767548,8.18961968571909,14,16,6,8.966,2.741,2.621,3.038,1.448,0.64
"Nor.L.M.043",45.99,8,3,11,8,5.775,1,7.13331251023484,9.60605236049633,15,16,6,9.091,2.972,2.908,3.188,1.013,0.95
"Nor.L.M.045",45.94,8,3,10,8,5.445,1,7.22157468049155,8.00560171612072,14,17,6,8.867,2.86,2.863,3.444,1.199,0.955
"Nor.L.M.046",42.72,8,3,11,9,5.115,1,6.13513482032701,7.53455689891241,15,16,5,7.513,2.644,3.368,3.155,1.605,0.958
"Nor.L.F.067",41.24,8,3,11,7,4.62,1,6.13120893825262,7.56664051635357,15,16,6,7.643,2.588,3.386,3.371,1.252,1.052
"Nor.L.F.068",44.17,8,3,10,8,5.61,1,6.44499752815285,7.42986781285691,14,17,6,8.242,2.327,3.614,4.29,1.748,1.392
"Nor.L.M.069",55.01,8,3,12,8,5.94,1,8.75958154434085,9.53122897542399,NA,16,6,11.415,4.255,2.987,3.434,1.875,1.186
"Nor.L.F.070",46.79,8,3,11,8,4.95,1,6.77534138356088,8.89854490771105,15,16,6,8.59,2.647,3.056,3.541,1.417,0.8
"Nor.L.M.071",55.72,8,3,10,8,6.105,1,8.84368906887007,11.6117261294584,15,16,6,10.831,3.353,3.658,4.031,1.646,0.993
"Nor.L.M.072",45.65,8,3,11,7,4.785,1,7.06356939401376,7.83814072829469,15,15,6,8.783,2.649,2.291,2.769,1.341,0.721
"Nor.L.M.073",47.86,8,3,12,8,5.445,1,7.66269358178054,9.10163354037267,15,16,6,8.979,2.54,2.977,3.729,1.387,0.892
"Nor.L.M.074",49.62,8,3,13,10,6.105,1,7.34386491264063,9.18997228947274,14,17,5,9.411,2.88,2.957,3.538,1.031,0.792
"Nor.L.F.075",52.15,8,3,11,8,6.105,1,7.91718004115226,10.2185895061728,15,15,6,10.16,2.626,3.162,3.818,2.299,0.912
"Nor.L.F.076",40.63,8,3,11,8,4.125,1,5.91470411674598,6.74889374680012,15,16,6,7.747,2.07,2.243,2.68,0.81,0.879
"Nor.L.M.077",45.21,8,3,10,7,5.115,1,6.64759167724364,7.43434056113366,14,16,6,8.727,2.311,2.83,3.447,0.744,0.813
"Nor.L.F.078",47.01,8,3,13,9,5.775,1,7.00266675298804,10.3651589773639,15,15,6,8.733,2.545,3.076,3.33,1.755,0.973
"Nor.L.F.079",45.86,8,3,11,8,5.94,1,6.80856385911591,8.8304152308913,15,17,6,8.062,2.469,3.099,4.079,1.173,1.27
"Nor.L.F.080",47.1,8,3,11,7,5.61,1,6.93837595897143,9.82314655929702,15,16,6,8.679,2.375,2.906,3.548,1.803,1.278
"Nor.L.F.081",53.44,8,3,9,7,5.94,1,7.98322863739825,10.4455495757929,15,16,6,9.477,2.743,2.939,3.825,1.278,0.881
"Nor.L.F.082",47.64,8,3,9,7,5.445,1,6.81794406975519,9.00647418128387,15,16,6,8.816,2.416,2.99,3.901,1.984,0.64
"Nor.L.F.083",52.92,8,3,10,8,5.94,1,8.33207050867266,11.4235979936234,15,15,6,10.35,2.494,3.307,3.995,2.172,0.82
"Nor.L.F.084",47.74,8,3,12,7,5.94,1,6.62864975069454,9.77300551840538,14,16,6,9.047,2.56,3.208,3.853,1.572,1.346
"Nor.L.F.085",47.96,8,3,10,8,5.775,1,7.67566869740021,9.97459533894398,15,15,6,9.507,2.507,3.297,4.054,2.159,1.064
"Nor.L.F.086",48.6,8,3,11,9,5.61,1,6.74218472042619,8.70597103572708,15,16,6,9.098,2.477,2.52,3.188,1.389,0.678
"Nor.L.M.087",48.85,8,3,12,9,5.445,1,7.28555715534684,9.3826444415395,15,16,6,9.903,2.718,2.944,3.607,2.139,0.828
"Swa.L.F.061",47.44,8,3,11,7,7.425,1,7.8225706444564,10.7055074064828,15,16,6,9.075,2.342,4.775,5.314,1.872,1.491
"Swa.L.F.062",62.11,8,3,11,9,8.25,1,9.63136170045927,13.5345946280544,15,16,6,12.38,2.88,4.229,5.756,2.718,0.82
"Swa.L.F.063",49.58,8,3,10,8,7.095,1,8.11213349891914,11.3953009999245,14,17,6,10.089,2.129,3.82,4.907,2.662,1.021
"Swa.L.F.064",46.72,8,3,11,8,7.095,1,7.56610042810313,10.3921204605117,15,16,6,8.646,2.393,3.754,5.042,2.057,1.163
"Swa.L.F.065",44.1,8,3,11,8,6.93,1,7.09028829361085,10.2009885638311,15,16,6,8.6,2.4,3.749,4.717,2.019,1.227
"Swa.L.F.066",40.45,8,3,10,7,6.435,1,6.41604346369284,9.33668134987255,15,16,6,7.874,2.723,3.254,4.056,1.768,1.331
"Swa.L.M.067",40.35,8,3,12,8,6.27,1,6.28045399007043,8.97757480079573,14,17,6,7.943,1.976,3.721,3.907,1.24,0.998
"Swa.L.F.068",47.34,8,3,9,8,6.765,1,7.78327074991507,10.8986726470445,15,16,6,9.207,2.349,3.581,4.699,1.631,1.234
"Swa.L.F.069",45.49,8,3,10,8,6.765,1,6.88304494205687,10.2762379913023,15,16,6,8.804,2.4,4.107,4.818,1.963,1.163
"Swa.L.F.070",43.93,8,3,11,8,6.6,1,6.98712320003393,10.2679834528809,15,16,6,8.27,2.504,3.879,4.453,1.872,1.28
"Swa.L.F.071",36.5,8,3,13,8,6.105,1,5.88372383259063,8.59760482106909,14,17,6,7.465,2.4,4.178,4.409,1.549,1.219
"Swa.L.F.072",52.48,8,3,11,9,6.93,1,8.10821101660254,11.7123119838057,15,16,6,9.736,2.454,4.092,4.89,2.548,1.461
"Swa.L.M.073",38.82,8,3,10,8,5.775,1,6.44688237626696,8.56403710498227,15,16,6,7.704,2.697,NA,NA,1.565,0.742
"Swa.L.F.074",46.36,8,3,10,8,6.93,1,8.39367748478702,10.085430020284,14,15,6,9.304,2.875,3.97,4.737,2.172,1.069
"Swa.L.M.075",41.59,8,3,11,7,6.6,1,6.19510135951875,8.79873464867791,14,17,6,7.259,2.222,4.209,4.508,1.219,1.013
"Swa.L.F.076",52.28,8,3,9,8,7.26,1,8.13681983134219,11.2817298617654,14,16,6,9.418,2.337,4.554,5.395,2.349,1.156
"Swa.L.M.077",44.15,8,3,9,8,6.765,1,7.30718406697129,9.94757561719262,14,17,6,8.329,2.629,3.721,4.072,1.613,0.818
"Swa.L.F.078",49.83,8,3,11,8,7.755,1,7.75999339271646,11.6552353078198,15,16,6,10.239,3.025,4.651,5.138,2.258,1.107
"Swa.L.m.079",36.51,8,3,11,8,5.94,1,5.68478952667793,8.44520687738844,15,15,6,7.209,2.459,3.198,3.731,1.633,1.115
"Swa.L.F.080",56.1,8,3,11,8,7.095,1,10.1527496824191,12.1368902670952,15,16,6,12.304,3.365,4.097,5.083,2.885,1.217
"The.L.F.061",69.9,8,3,8,7,12.21,1,10.7948362365297,16.5654693939582,14,17,6,12.804,3.426,6.513,7.94,2.568,1.707
"The.L.F.062",67.66,8,3,10,9,11.22,1,10.7673368010414,14.7542015371023,14,17,6,12.791,3.84,5.824,7.409,2.098,1.115
"The.L.M.063",60.01,8,3,11,9,10.395,1,10.0244156908353,12.7130641057525,14,18,6,10.424,3.416,6.099,6.99,2.38,2.126
"The.L.F.065",75.5,8,3,12,9,11.385,1,12.3571708066611,17.8120604595099,14,17,6,14.135,3.63,7.341,8.352,3.838,1.458
"The.L.F.066",72.32,8,3,11,9,12.54,1,11.6953049882677,18.178004528628,14,17,6,14.275,4.996,7.747,8.194,2.451,2.09
"The.L.F.067",75.03,8,3,11,8,13.365,1,11.8966498283829,18.2303009674313,15,16,6,13.35,4.633,7.757,8.725,3.825,2.266
"The.L.M.068",74.3,8,3,13,10,11.715,1,12.3463737670453,17.0365203497184,14,18,5,13.193,3.614,7.259,7.96,3.739,1.994
"The.L.F.069",56.11,8,3,11,9,9.075,1,8.98980196876163,14.305641130947,14,17,7,10.272,2.88,4.765,5.763,2.487,1.245
"The.L.F.070",63.05,8,3,10,9,10.89,1,10.3382223433995,15.7323629274891,14,18,6,11.212,3.371,6.193,6.843,3.111,2.118
"The.L.F.071",52.92,8,3,9,8,8.91,1,8.90420082172748,12.2711920829904,15,17,6,9.042,3.297,5.011,6.144,2.047,1.59
"The.L.M.072",75.21,8,3,12,10,11.88,1,11.5278769819612,16.5910507867682,14,17,6,14.559,4.064,6.426,7.864,3.686,1.654
"The.L.m.074",67.35,8,3,11,9,12.375,1,11.581149131722,17.5227093536904,15,17,6,12.865,3.818,6.609,7.907,2.972,2.027
"The.L.M.075",67.43,8,3,12,10,10.89,1,11.2943379273209,15.1266671297683,14,18,5,13.056,4.054,6.886,6.721,2.352,1.468
"The.L.f.076",57.09,8,3,12,9,8.745,1,8.70333395730172,12.7971168154838,14,18,6,10.414,3.076,4.531,5.464,2.144,1.336
"The.L.F.077",64.98,8,3,10,9,10.56,1,10.1551429736038,15.6442078015506,14,17,7,11.793,4.089,5.898,6.487,2.71,2.25
"The.L.M.078",48.52,8,3,10,10,8.415,1,7.88924055165762,11.0664622738728,14,16,6,8.89,3.289,4.267,5.418,1.638,1.349
"The.L.M.079",64.84,8,3,13,10,10.56,1,10.3151457085828,14.4568672654691,14,18,6,13.076,NA,6.37,6.64,1.844,1.656
"The.L.F.080",67.76,8,3,11,9,11.385,1,10.8377523924974,16.2702924186386,14,18,6,13.056,3.665,6.393,6.612,1.483,1.516
"Vib.L.F.032",44.83,8,3,11,9,5.61,1,6.9491495041683,9.46648013620919,14,18,6,7.904,2.512,3.211,3.675,1.77,0.714
"Vib.L.m.033",42.61,8,3,10,9,5.28,1,6.52202205613233,9.31201324680504,13,18,6,7.579,2.57,3.17,3.325,1.687,0.826
"Vib.L.f.035",44.82,8,3,10,9,5.775,1,6.8623345442756,9.58495521398867,14,18,6,7.511,2.289,3.155,3.787,2.22,1.176
"Vib.L.F.036",44.77,8,3,9,8,6.105,1,6.711832734577,9.90217488663218,14,18,6,7.302,2.179,3.444,4.153,2.136,0.792
"Vib.L.F.037",49.52,8,3,11,9,6.435,1,7.98899413934831,10.8592656408932,14,18,6,8.717,2.664,3.198,4.143,2.332,1.077
"Vib.L.M.038",42.2,8,3,10,9,5.115,1,7.13103167487054,8.89970042015169,14,18,6,8.095,2.55,2.946,3.256,1.834,0.772
"Vib.L.m.039",44.46,8,3,10,9,5.775,1,6.92536351551946,9.47313742523573,15,18,6,8.034,2.621,3.429,3.825,1.722,0.66
"Vib.L.M.040",47.13,8,3,12,9,5.775,1,7.46614575654629,9.20576378525558,14,18,6,8.712,2.824,2.995,3.81,1.344,0.973
"Vib.L.M.062",44.04,8,3,11,9,6.27,1,7.19478508200549,9.0314853857031,14,17,6,8.532,2.56,3.208,3.703,1.521,0.82
"Vib.L.M.063",40.35,8,3,10,8,5.115,1,6.44143656747418,8.58676817221181,14,18,6,7.257,2.438,2.459,3.053,1.974,0.719
"Vib.L.F.064",44.56,8,3,10,9,5.445,1,7.16947078440137,9.40214205418572,14,18,6,7.168,2.954,2.375,3.264,2.276,0.912
"Vib.L.F.065",44.67,8,3,10,7,5.115,1,7.01375327261128,8.82354087936838,15,16,6,7.336,2.781,2.586,3.251,2.037,0.528
"Vib.L.F.066",44.52,8,3,11,9,5.94,1,7.07607659283114,10.6538678166213,14,18,6,7.877,2.67,2.685,4.1,2.672,0.465
"Vib.L.F.067",41.09,8,NA,10,8,4.785,1,6.77614389396026,8.35391658172965,14,16,6,7.709,2.207,0,NA,2.289,1.046
"Vib.L.M.068",NA,8,3,11,6,4.95,1,6.39052763231217,8.66962303995594,14,18,6,7.051,2.418,2.733,3.462,1.524,0.808
"Vib.L.M.31A",43,8,3,11,9,5.61,1,6.68778189707133,9.09066868208942,14,18,6,7.325,2.593,3.172,3.566,1.557,1.191
"Vib.L.M.31B",43.08,8,3,11,9,5.115,1,6.36669881313484,8.87550018088624,14,18,6,7.96,2.982,2.901,3.051,1.173,0.798
"Emi.B.F.199",39.1,8,3,11,7,3.3,1,5.32592649996702,5.99189996469647,15,15,NA,7.076,2.489,1.306,2.339,0,0.747
"Emi.B.F.200",50.56,8,3,9,6,3.8,1,7.98901791788669,7.61252710987156,14,16,6,10.211,2.908,0.696,1.989,0.782,0.424
"Emi.B.F.201",41.08,8,3,9,7,3.14,1,6.3187851636461,6.7896457225056,15,16,6,8.019,2.23,0.889,1.963,0.287,0.343
"Emi.B.F.202",43.36,8,3,12,7,3.14,1,6.43344992527337,5.9293554995098,15,15,6,8.923,2.301,1.968,2.395,0.922,0.645
"Emi.B.F.203",47.86,8,3,9,7,2.31,1,7.2505964565453,7.88493301814224,15,16,6,9.594,2.896,1.961,2.342,1.323,0.518
"Emi.B.F.204",41.56,8,3,12,9,4.13,1,7.11146751189668,7.14605197707135,NA,17,7,7.732,2.421,1.974,2.477,1.057,0.757
"Emi.B.F.205",51.59,8,3,11,7,3.96,1,8.21799249758238,7.95151568755184,15,15,6,10.495,2.967,2.093,2.756,0.93,0.467
"Emi.B.F.206",48.3,8,3,9,7,3.3,1,6.92168158156952,7.21926103076735,15,16,6,9.749,2.71,1.529,2.154,1.097,0.366
"Emi.B.F.207",55.3,8,3,10,7,3.3,1,8.98676980633928,7.82477807249553,15,15,6,11.255,3.376,0,2.334,0.95,0.523
"Emi.B.F.208",43.41,8,3,10,7,3.3,1,6.43274278237872,5.91053580549027,15,16,6,8.367,2.344,1.476,2.261,1.146,0.391
"Emi.B.F.209",52.72,8,3,11,7,3.3,1,7.57978187201597,7.48315141849796,15,15,6,10.251,2.832,1.796,3.101,1.257,0.528
"Emi.B.F.210",49.09,8,2,9,7,3.14,1,8.08925679604597,7.91458419898479,14,16,6,10.371,2.619,0,2.515,0.8,0.632
"Emi.B.F.211",53.92,8,3,10,6,4.62,1,7.9465914811554,8.07853586162943,15,15,7,10.904,2.906,NA,NA,0.818,NA
"Emi.B.F.212",54.46,8,3,10,7,4.46,1,8.3525439728553,8.02938352146836,15,16,6,10.206,3.33,2.748,3.647,1.11,0.884
"Emi.B.F.213",53.72,8,3,11,7,4.46,1,8.67977869327686,8.6899825007304,15,16,6,10.749,3.378,2.461,3.701,0.919,0.902
"Emi.B.F.214",48.24,8,3,10,7,2.97,1,7.30877360932608,6.63984679172776,15,15,7,9.962,2.578,1.453,2.253,0.681,0.62
"Emi.B.F.215",55.28,8,2,10,7,4.62,1,8.92692975199589,8.89124608362031,15,16,6,11.351,3.518,0,3.216,1.9,0.726
"Emi.B.F.216",57.73,8,3,11,8,4.29,1,9.61045764175751,9.49953097013178,16,16,5,9.378,2.896,1.875,2.614,0.19,0.577
"Emi.B.F.217",61.6,8,3,11,8,4.95,1,10.8040506677631,11.9035153046564,15,16,7,13.061,3.353,2.918,3.498,1.27,0.792
"Emi.B.F.218",52.62,8,3,10,7,4.13,1,8.31656387349312,8.52637281791347,15,16,6,10.734,3.124,2.659,2.685,0.414,0.47
"Emi.B.F.219",56.49,8,3,11,8,4.29,1,8.70693216755651,8.95347791797428,15,16,6,11.935,2.995,2.334,2.695,1.026,0.541
"Emi.B.F.220",57.57,8,3,11,7,5.61,1,8.99926880288236,8.30116336735435,14,16,6,11.641,3.292,2.748,3.658,1.458,0.95
"Emi.B.F.221",56.11,8,3,10,8,5.45,1,9.10662251728312,10.3148152896657,15,16,6,11.168,3.139,2.296,2.543,1.24,0.587
"Emi.B.F.222",59.1,8,3,12,8,4.95,1,9.3918093539029,9.58828916326948,15,17,6,11.976,3.317,1.915,2.84,0.919,0.909
"Emi.B.F.223",60.5,8,3,11,7,0.13,1,9.35180653266332,9.75913944723618,15,16,5,11.717,3.155,1.184,1.679,0.48,0.267
"Emi.B.M.267",61.71,8,3,11,8,4.95,1,9.54151227969283,9.97801087500106,15,16,6,12.512,3.627,2.029,2.614,0.554,0.531
"Emi.B.M.268",61.25,8,3,11,7,3.96,1,8.99540458807983,7.20524590564595,14,16,5,12.771,3.528,0,2.461,0.462,0.505
"Emi.B.M.269",42.26,8,3,11,7,3.63,1,6.33351353549702,6.57577467918229,15,16,6,7.94,2.126,1.59,1.76,0.483,0.427
"Emi.B.M.270",39.65,8,3,12,7,3.3,1,6.40767003702967,5.22865791012453,15,16,6,8.059,2.446,0.732,1.925,0.599,0.49
"Emi.B.M.271",45.97,8,3,10,8,3.8,1,7.01682184680361,6.98995628559544,15,16,6,9.002,2.771,1.618,2.007,0.98,0.569
"Emi.B.M.272",46.27,8,3,10,7,3.8,1,6.80945348284887,5.9381424654838,14,17,6,8.565,2.667,NA,NA,0.892,NA
"Emi.B.M.273",47.51,8,3,11,9,NA,1,7.13429718004338,7.89877114967462,15,15,6,9.85,2.832,1.966,3.023,0.937,0.579
"Emi.B.M.274",46.26,8,2,11,7,3.3,1,7.10045641701849,6.22321919310611,15,16,6,9.619,2.68,0,2.349,1.059,0.554
"Emi.B.M.275",43.32,8,2,11,7,3.3,1,6.79581151721318,6.7340178842564,15,15,5,9.195,2.725,0,1.91,0.95,0.348
"Emi.B.M.276",47.93,8,3,10,7,3.63,1,7.24105218239565,7.5263943457376,15,16,6,9.037,2.954,2.25,2.606,0.653,0.643
"Emi.B.M.277",42.24,8,3,11,7,3.47,1,6.40755940512585,6.64300041357826,15,16,6,8.222,2.4,1.661,2.248,0.64,0.406
"Emi.B.M.278",48.6,8,2,11,9,4.13,1,7.60409150693605,7.42052922068092,14,16,6,9.954,2.954,0,2.238,0.843,0.368
"Emi.B.M.279",50.54,8,3,11,7,2.81,1,6.96513151307315,6.23320149001817,14,17,6,9.655,2.802,1.539,2.136,0.739,0.643
"Emi.B.M.280",49.7,8,3,11,8,3.47,1,7.58814590717767,8.53168308888686,15,16,6,10.18,3.012,2.032,2.794,NA,0.508
"Emi.B.M.281",54.22,8,3,10,7,2.4,1,8.44062073087305,7.53538606481799,15,16,6,10.909,3.134,1.897,2.659,1.082,0.676
"Emi.B.M.282",54.81,8,3,10,7,1.98,1,8.07349647365254,7.539571338524,14,17,6,10.709,3.249,1.499,1.875,0.787,0.5
"Emi.B.M.283",50.98,8,3,11,8,3.8,1,8.0815260031174,7.0609166426618,15,16,6,10.262,3.205,2.182,1.692,1.4,0.531
"Emi.B.M.284",52.03,8,2,12,8,3.47,1,7.58077470870842,5.97038374096822,14,17,6,10.693,2.863,0,NA,0.978,0.343
"Emi.B.M.285",50.18,8,2,12,7,3.3,1,7.20746504543647,7.38375435294325,15,15,5,10.945,2.868,0,1.93,1.224,0.523
"Emi.B.M.286",55.86,8,3,12,8,4.29,1,9.45571068009687,8.22170270062914,14,17,6,11.242,3.612,2.235,3.023,0.759,0.643
"Emi.B.M.287",56.18,8,3,10,7,4.13,1,8.27805738913608,7.95116309385239,15,15,6,11.717,3.302,2.21,2.51,1.031,0.419
"Emi.B.M.288",58.08,8,3,11,9,4.46,1,9.57431439252494,8.05824687576777,14,16,6,12.311,3.627,2.951,3.147,0.973,0.925
"LQx.B.F.142",72.92,2,3,10,7,0,0.25,11.6275326308978,2.37239883023088,15,15,6,14.58,NA,2.418,3.592,0.95,0.757
"LQx.B.F.143",70.28,0,2,12,8,0,0,12.0659512803916,0,15,16,6,14.834,3.741,0,3.437,0.46,0.49
"LQx.B.F.144",65.66,0,3,11,7,0,0,10.9984689205775,0,15,16,5,12.725,3.706,2.07,2.21,0,NA
"LQx.B.F.145",68.68,0,3,10,7,0,0,12.334506074337,0,15,14,6,14.463,4.018,2.751,3.467,1.847,0.63
"LQx.B.F.146",68.22,0,2,10,7,0,0,11.9765589893704,0,16,15,5,13.777,3.8,0,3.932,1.387,0.856
"LQx.B.F.147",67.86,0,2,10,8,0,0,11.7067923576651,0,15,16,NA,12.924,3.894,0,2.54,0,0.572
"LQx.B.F.148",66,0,3,10,7,0,0,11.0026288009585,0,14,16,5,14.991,4.031,0,2.974,0.284,0.605
"LQx.B.F.149",50.53,8,3,11,8,2.64,1,8.22879010844877,7.00243629834608,14,16,5,10.61,3.97,1.26,1.364,0,0.45
"LQx.B.F.150",65.33,2,3,11,8,0,0.25,10.2722046957176,2.33969029074945,14,16,6,12.906,3.548,2.624,2.403,NA,0.236
"LQx.B.F.151",57.46,0,3,11,7,0,0,9.45747343319764,0,16,15,6,11.008,3.284,2.195,3.005,1.077,0.759
"LQx.B.F.152",69.96,0,3,11,8,0,0,11.4297751132306,0,15,16,6,14.186,3.871,0,3.226,1.265,0.414
"LQx.B.F.153",65.79,0,3,11,7,0,0,11.3136449702808,0,15,15,5,13.838,4.094,2.809,3.269,0.904,0.729
"LQx.B.F.154",52.68,2,3,11,8,0,0.25,9.68807289490516,2.96688620418573,15,16,6,10.729,3.251,2.393,2.494,1.181,0.429
"LQx.B.F.155",55.7,0,3,11,8,0,0,9.16294712881833,0,15,NA,6,10.19,3.015,1.956,3.208,0.462,0.937
"LQx.B.F.156",68.42,7,2,11,7,3.96,0.875,9.90521253641983,7.67472275468097,15,16,5,12.334,3.409,0,3.066,0,0.439
"LQx.B.F.157",45.3,1,3,10,7,0,0.125,7.10870689455153,1.50602983350936,13,NA,6,8.273,2.629,2.616,2.987,0.838,0.734
"LQx.B.F.158",54,2,3,11,8,0,0.25,8.93918275939259,2.34906727438217,15,16,7,10.775,2.708,2.428,3.279,1.143,0.721
"LQx.B.F.159",56.55,8,3,9,8,3.14,1,9.16805236472485,8.82737883922749,15,16,6,10.93,3.927,1.829,2.563,1.171,0.554
"LQx.B.F.160",56.58,2,2,11,8,0,0.25,9.32135571413015,2.66065445320359,14,17,6,10.724,4.031,0,2.799,1.041,0.632
"LQx.B.M.131",50.72,0,3,11,8,0,0,8.8091641737611,0,15,17,6,11.041,3.205,2.573,2.921,0.638,0.757
"LQx.B.M.132",62.05,0,3,9,7,0,0,10.0744680085621,0,15,16,7,13.053,3.729,0,3.172,1.321,0.737
"LQx.B.M.133",54.52,2,3,11,7,0,0.25,8.29248722214752,2.65208016479045,14,NA,6,11.239,3.239,2.494,2.827,0.62,0.607
"LQx.B.M.134",55.67,1,3,11,8,0,0.125,9.02718597574033,1.17483871880455,15,16,6,11.44,3.089,2.438,2.344,0,0.5
"LQx.B.M.135",58.88,2,3,12,9,0,0.25,9.17057823831145,2.68267741968611,15,16,6,12.329,3.49,2.388,2.662,0.945,0.429
"LQx.B.M.136",60.23,0,3,11,9,0,0,10.0765964369266,0,14,18,6,12.54,3.642,2.436,2.692,0.323,0.399
"LQx.B.M.137",56.51,1,3,11,8,0,0.125,9.42777779622382,1.66746581422524,16,16,6,11.229,4.191,2.72,3.005,1.207,0.869
"LQx.B.M.138",63.59,2,2,11,8,0,0.25,10.0417784715823,NA,15,16,5,12.969,3.828,0,3.023,0.277,0.447
"LQx.B.M.139",60.81,2,3,11,8,0,0.25,11.189882290526,2.73962139861333,14,16,6,12.291,4.087,2.86,2.921,1.615,0.853
"LQx.B.M.140",62.58,2,3,11,8,0,0.25,10.4328320317163,1.79925942565775,13,17,6,13.101,3.47,2.349,2.687,1.331,0.533
"LQx.B.M.141",53.04,0,2,10,8,0,0,8.43023546111432,0,13,17,7,11.006,3.33,0,2.637,1.008,0.523
"Pax.B.F.061",60.96,0,2,10,7,0,0,8.42624045172867,0,16,14,NA,11.46,NA,0,2.652,0,0.528
"Pax.B.F.062",43.89,2,2,10,8,0,0.25,6.79480997962858,1.4176613743405,15,16,6,8.341,2.644,0,2.324,0.658,0.564
"Pax.B.F.063",54.77,0,2,10,7,0,0,7.37164657969007,0,15,15,6,10.213,3.17,0,3.292,0.833,1.064
"Pax.B.F.064",50.03,0,2,11,6,0,0,7.5867154427964,0,15,15,7,8.23,3.244,0,2.769,1.173,0.65
