univID,stl,ips,mds,mdf,maf,lps,ips.prop,ect,tpg,mav,mcv,mpt,cle,pmx,ds1,ds2,lpt,ds3,lps.sc,ect.sc,tpg.sc,cle.sc,pmx.sc,ds1.sc,ds2.sc,lpt.sc,ds3.sc
Emi.B.F.199,39.1,8,3,11,7,3.3,1,5.3259265,5.991899965,15,15,NA,7.076,2.489,1.306,2.339,0,0.747,3.557888926,6.259629521,5.827788036,8.830321239,3.039056171,1.575104138,2.672138675,0,0.828491815
Emi.B.F.200,50.56,8,3,9,6,3.8,1,7.989017918,7.61252711,14,16,6,10.211,2.908,0.696,1.989,0.782,0.424,3.663841374,7.387091882,7.715739632,9.171132842,2.639634519,0.635553248,1.864625276,0.752637349,0.403236157
Emi.B.F.201,41.08,8,3,9,7,3.14,1,6.318785164,6.789645723,15,16,6,8.019,2.23,0.889,1.963,0.287,0.343,3.313463881,7.091963445,6.656228909,9.39416831,2.572006686,1.016359628,2.158965774,0.303651311,0.369342065
Emi.B.F.202,43.36,8,3,12,7,3.14,1,6.433449925,5.9293555,15,15,6,8.923,2.301,1.968,2.395,0.922,0.645,3.236568104,6.865703519,5.863437047,9.755124213,2.493585794,2.122169143,2.526883303,0.951762505,0.672453056
Emi.B.F.203,47.86,8,3,9,7,2.31,1,7.250596457,7.884933018,15,16,6,9.594,2.896,1.961,2.342,1.323,0.518,2.281002597,7.056609174,7.92178095,9.243812731,2.800532783,1.900279565,2.290226018,1.30558655,0.509073393
Emi.B.F.204,41.56,8,3,12,9,4.13,1,7.111467512,7.146051977,NA,17,7,7.732,2.421,1.974,2.477,1.057,0.757,4.336202464,7.895580033,7.018700685,8.924309492,2.755132838,2.228600428,2.700041886,1.112418073,0.809492255
Emi.B.F.205,51.59,8,3,11,7,3.96,1,8.217992498,7.951515688,15,15,6,10.495,2.967,2.093,2.756,0.93,0.467,3.784782901,7.457142678,8.085442712,9.186085075,2.63126231,1.869959426,2.543891127,0.886887867,0.438804864
Emi.B.F.206,48.3,8,3,9,7,3.3,1,6.921681582,7.219261031,15,16,6,9.749,2.71,1.529,2.154,1.097,0.366,3.24563788,6.67920856,7.263655004,9.283806861,2.593145717,1.46705247,2.091605638,1.078053676,0.357729151
Emi.B.F.207,55.3,8,3,10,7,3.3,1,8.986769806,7.824778072,15,15,6,11.255,3.376,0,2.334,0.95,0.523,3.060197333,7.643027119,8.045714149,9.013708286,2.763504896,0,2.042301157,0.877725459,0.471428291
Emi.B.F.208,43.41,8,3,10,7,3.3,1,6.432742782,5.910535805,15,16,6,8.367,2.344,1.476,2.261,1.146,0.391,3.399785133,6.857569673,5.845907374,9.133795016,2.536810157,1.589642729,2.383390531,1.182371872,0.407361164
Emi.B.F.209,52.72,8,3,11,7,3.3,1,7.579781872,7.483151418,15,15,6,10.251,2.832,1.796,3.101,1.257,0.528,3.12441908,6.740345057,7.635686685,8.727182708,2.449546304,1.567416747,2.815026559,1.186945551,0.489733442
Emi.B.F.210,49.09,8,2,9,7,3.14,1,8.089256796,7.914584199,14,16,6,10.371,2.619,0,2.515,0.8,0.632,3.066570391,7.688591345,7.984008365,9.67322392,2.459607187,0,2.411859534,0.780389298,0.611752385
Emi.B.F.211,53.92,8,3,10,6,4.62,1,7.946591481,8.078535862,15,15,7,10.904,2.906,NA,NA,0.818,NA,4.331600322,6.919660178,8.273026252,9.01959352,2.449137951,NA,NA,0.764526144,NA
Emi.B.F.212,54.46,8,3,10,7,4.46,1,8.352543973,8.029383521,15,16,6,10.206,3.33,2.748,3.647,1.11,0.884,4.163513702,7.205829678,8.235847094,8.335261138,2.774404956,2.31542801,3.229001911,1.032734922,0.804160165
Emi.B.F.213,53.72,8,3,11,7,4.46,1,8.679778693,8.689982501,15,16,6,10.749,3.378,2.461,3.701,0.919,0.902,4.188348485,7.584354139,8.893889365,8.933758084,2.859162749,2.104539648,3.311480827,0.860380117,0.827276983
Emi.B.F.214,48.24,8,3,10,7,2.97,1,7.308773609,6.639846792,15,15,7,9.962,2.578,1.453,2.253,0.681,0.62,2.922652868,7.060926137,6.679345577,9.501743291,2.470376995,1.396008505,2.18983082,0.669617808,0.606440013
Emi.B.F.215,55.28,8,2,10,7,4.62,1,8.926929752,8.891246084,15,16,6,11.351,3.518,0,3.216,1.9,0.726,4.28494999,7.594697896,9.141763806,9.094799575,2.880944191,0,2.814853644,1.755740457,0.654552588
Emi.B.F.216,57.73,8,3,11,8,4.29,1,9.610457642,9.49953097,16,16,5,9.378,2.896,1.875,2.614,0.19,0.577,3.904578827,7.851940844,9.835379087,7.10838988,2.255865949,1.483222846,2.212878716,0.172136728,0.506895073
Emi.B.F.217,61.6,8,3,11,8,4.95,1,10.80405067,11.9035153,15,16,7,13.061,3.353,2.918,3.498,1.27,0.792,4.379985801,8.308503119,12.45331937,9.111323304,2.423504967,2.151744149,2.817052395,1.117058547,0.669285608
Emi.B.F.218,52.62,8,3,10,7,4.13,1,8.316563873,8.526372818,15,16,6,10.734,3.124,2.659,2.685,0.414,0.47,3.913486374,7.408645702,8.697523207,9.160611592,2.708036718,2.325353322,2.440952422,0.391265721,0.436432339
Emi.B.F.219,56.49,8,3,11,8,4.29,1,8.706932168,8.953477918,15,16,6,11.935,2.995,2.334,2.695,1.026,0.541,3.941607556,7.259357207,9.237783909,9.301422044,2.392152971,1.890220878,2.319876383,0.938786246,0.481482231
Emi.B.F.220,57.57,8,3,11,7,5.61,1,8.999268803,8.301163367,14,16,6,11.641,3.292,2.748,3.658,1.458,0.95,5.112151511,7.371654732,8.590818102,8.855101637,2.572556321,2.180351199,3.103294074,1.322595415,0.835962613
Emi.B.F.221,56.11,8,3,10,8,5.45,1,9.106622517,10.31481529,15,16,6,11.168,3.139,2.296,2.543,1.24,0.587,5.022116955,7.640571327,10.63083067,8.779161072,2.526763931,1.873079865,2.200428956,1.138092375,0.524535061
Emi.B.F.222,59.1,8,3,12,8,4.95,1,9.391809354,9.588289163,15,17,6,11.976,3.317,1.915,2.84,0.919,0.909,4.459583598,7.507178095,9.964700553,8.809264234,2.5148428,1.476893396,2.361211082,0.823742331,0.787432284
Emi.B.F.223,60.5,8,3,11,7,0.13,1,9.351806533,9.759139447,15,16,5,11.717,3.155,1.184,1.679,0.48,0.267,0.115934451,7.313651975,10.18042594,8.364388319,2.328285171,0.890280421,1.371025343,0.425678054,0.228075406
Emi.B.M.267,61.71,8,3,11,8,4.95,1,9.54151228,9.978010875,15,16,6,12.512,3.627,2.029,2.614,0.554,0.531,4.376590208,7.325382617,10.44186744,8.708439567,2.616159106,1.49330578,2.102251441,0.486887595,0.448246949
Emi.B.M.268,61.25,8,3,11,7,3.96,1,8.995404588,7.205245906,14,16,5,12.771,3.528,0,2.461,0.462,0.505,3.512678476,6.95450446,7.531156638,8.974210956,2.566808007,0,1.990629071,0.407420094,0.428211107
Emi.B.M.269,42.26,8,3,11,7,3.63,1,6.333513535,6.575774679,15,16,6,7.94,2.126,1.59,1.76,0.483,0.427,3.783666519,6.92309237,6.475916945,8.970603303,2.373250884,1.762912866,1.893987177,0.50446714,0.452069897
Emi.B.M.270,39.65,8,3,12,7,3.3,1,6.407670037,5.22865791,15,16,6,8.059,2.446,0.732,1.925,0.599,0.49,3.53635067,7.433483934,5.096859903,9.878879075,2.938818145,0.869583226,2.175669282,0.644073745,0.538933197
Emi.B.M.271,45.97,8,3,10,8,3.8,1,7.016821847,6.989956286,15,16,6,9.002,2.771,1.618,2.007,0.98,0.569,3.818596854,7.090748546,6.977373014,9.132292998,2.80713058,1.637787831,2.024414165,0.985030896,0.572835356
Emi.B.M.272,46.27,8,3,10,7,3.8,1,6.809453483,5.938142465,14,17,6,8.565,2.667,NA,NA,0.892,NA,3.807814583,6.839551233,5.933641797,8.616949302,2.681578415,NA,NA,0.893924068,NA
Emi.B.M.273,47.51,8,3,11,9,NA,1,7.13429718,7.89877115,15,15,6,9.85,2.832,1.966,3.023,0.937,0.579,NA,6.991144087,7.926344357,9.580018689,2.761927603,1.920319957,2.972909724,0.92776667,0.571525972
Emi.B.M.274,46.26,8,2,11,7,3.3,1,7.100456417,6.223219193,15,16,6,9.619,2.68,0,2.349,1.059,0.554,3.307097062,7.133279089,6.218286819,9.680018911,2.695321396,0,2.357947248,1.061388884,0.555640169
Emi.B.M.275,43.32,8,2,11,7,3.3,1,6.795811517,6.734017884,15,15,5,9.195,2.725,0,1.91,0.95,0.348,3.402853713,7.258660695,6.658167794,10.06436807,2.956218642,0,2.01660747,0.981079101,0.363012235
Emi.B.M.276,47.93,8,3,10,7,3.63,1,7.241052182,7.526394346,15,16,6,9.037,2.954,2.25,2.606,0.653,0.643,3.582156102,7.037714967,7.563340012,8.690875863,2.851808993,2.176884643,2.545526326,0.643975892,0.631367078
Emi.B.M.277,42.24,8,3,11,7,3.47,1,6.407559405,6.643000414,15,16,6,8.222,2.4,1.661,2.248,0.64,0.406,3.617637678,7.0071258,6.541624981,9.294834707,2.680579987,1.842577947,2.420019242,0.668589355,0.429958681
Emi.B.M.278,48.6,8,2,11,9,4.13,1,7.604091507,7.420529221,14,16,6,9.954,2.954,0,2.238,0.843,0.368,4.051046369,7.295435458,7.473581548,9.40422125,2.806507634,0,2.162845803,0.826105041,0.358354202
Emi.B.M.279,50.54,8,3,11,7,2.81,1,6.965131513,6.23320149,14,17,6,9.655,2.802,1.539,2.136,0.739,0.643,2.709780286,6.442727697,6.317311763,8.676145853,2.544577774,1.405941663,2.003042717,0.711380232,0.611656177
Emi.B.M.280,49.7,8,3,11,8,3.47,1,7.588145907,8.531683089,15,16,6,10.18,3.012,2.032,2.794,NA,0.508,3.370709529,7.129658805,8.623589403,9.34621627,2.78867976,1.890299712,2.654083875,NA,0.488105949
Emi.B.M.281,54.22,8,3,10,7,2.4,1,8.440620731,7.535386065,15,16,6,10.909,3.134,1.897,2.659,1.082,0.676,2.244761392,7.311889177,7.723672388,8.95989415,2.624443011,1.606045971,2.362252946,1.008713133,0.616572787
Emi.B.M.282,54.81,8,3,10,7,1.98,1,8.073496474,7.539571339,14,17,6,10.709,3.249,1.499,1.875,0.787,0.5,1.843235943,6.923577638,7.74139249,8.674664964,2.686990494,1.254310052,1.651937534,0.730082844,0.453102111
Emi.B.M.283,50.98,8,3,11,8,3.8,1,8.081526003,7.060916643,15,16,6,10.262,3.205,2.182,1.692,1.4,0.531,3.650689506,7.415163181,7.166155125,9.119891638,2.881596789,1.97473493,1.576134936,1.342359987,0.502503445
Emi.B.M.284,52.03,8,2,12,8,3.47,1,7.580774709,5.970383741,14,17,6,10.693,2.863,0,NA,0.978,0.343,3.304242927,6.824618579,6.079220078,9.258237362,2.514279371,0,NA,0.929058398,0.320658266
Emi.B.M.285,50.18,8,2,12,7,3.3,1,7.207465045,7.383754353,15,15,5,10.945,2.868,0,1.93,1.224,0.523,3.192208512,6.711509254,7.474812407,9.925736143,2.626079369,0,1.81984534,1.182100074,0.499637644
Emi.B.M.286,55.86,8,3,12,8,4.29,1,9.45571068,8.221702701,14,17,6,11.242,3.612,2.235,3.023,0.759,0.643,3.960870439,7.966589944,8.46752279,8.887970959,2.922524098,1.83214983,2.624768346,0.698042406,0.5761127
Emi.B.M.287,56.18,8,3,10,7,4.13,1,8.278057389,7.951163094,15,15,6,11.717,3.302,2.21,2.51,1.031,0.419,3.803688976,6.93731854,8.196402509,9.196047827,2.65415234,1.800489644,2.169792421,0.945730996,0.374133464
Emi.B.M.288,58.08,8,3,11,9,4.46,1,9.574314393,8.058246876,14,16,6,12.311,3.627,2.951,3.147,0.973,0.925,4.048653965,7.778411928,8.351234173,9.259670242,2.805655332,2.319172822,2.651730859,0.879095271,0.809680651
LQx.B.F.142,72.92,2,3,10,7,0,0.25,11.62753263,2.37239883,15,15,6,14.58,NA,2.418,3.592,0.95,0.757,0,7.639272301,2.55006991,8.196280408,NA,1.485463637,2.540688211,0.773733963,0.578304565
LQx.B.F.143,70.28,0,2,12,8,0,0,12.06595128,0,15,16,6,14.834,3.741,0,3.437,0.46,0.49,0,8.2048585,0,8.741964963,2.322520581,0,2.501002336,0.381002273,0.382680624
LQx.B.F.144,65.66,0,3,11,7,0,0,10.99846892,0,15,16,5,12.725,3.706,2.07,2.21,0,NA,0,7.96892904,0,8.180768878,2.488518328,1.42453356,1.694507763,0,NA
LQx.B.F.145,68.68,0,3,10,7,0,0,12.33450607,0,15,14,6,14.463,4.018,2.751,3.467,1.847,0.63,0,8.569680993,0,8.778217097,2.561641709,1.803246996,2.567923421,1.545954122,0.498842595
LQx.B.F.146,68.22,0,2,10,7,0,0,11.97655899,0,16,15,5,13.777,3.8,0,3.932,1.387,0.856,0,8.373336795,0,8.434065702,2.44151048,0,2.927432275,1.164492866,0.680522596
LQx.B.F.147,67.86,0,2,10,8,0,0,11.70679236,0,15,16,NA,12.924,3.894,0,2.54,0,0.572,0,8.225243793,0,7.965617422,2.517221899,0,1.898780226,0,0.456183242
LQx.B.F.148,66,0,3,10,7,0,0,11.0026288,0,14,16,5,14.991,4.031,0,2.974,0.284,0.605,0,7.933612217,0,9.574076308,2.690672766,0,2.27125959,0.24206356,0.490589839
LQx.B.F.149,50.53,8,3,11,8,2.64,1,8.228790108,7.002436298,14,16,5,10.61,3.97,1.26,1.364,0,0.45,2.546062401,7.613014179,7.096701252,9.536739321,3.606095595,1.15130991,1.279291288,0,0.42811487
LQx.B.F.150,65.33,2,3,11,8,0,0.25,10.2722047,2.339690291,14,16,6,12.906,3.548,2.624,2.403,NA,0.236,0,7.477793001,2.470953126,8.350796093,2.396310715,1.815660296,1.849644884,NA,0.19254216
LQx.B.F.151,57.46,0,3,11,7,0,0,9.457473433,0,16,15,6,11.008,3.284,2.195,3.005,1.077,0.759,0,7.760827215,0,8.394106343,2.571972443,1.745192187,2.553069604,0.977831202,0.668654652
LQx.B.F.152,69.96,0,3,11,8,0,0,11.42977511,0,15,16,6,14.186,3.871,0,3.226,1.265,0.414,0,7.805428873,0,8.409045514,2.415912472,0,2.355719362,1.049938576,0.324209907
LQx.B.F.153,65.79,0,3,11,7,0,0,11.31364497,0,15,15,5,13.838,4.094,2.809,3.269,0.904,0.729,0,8.182172815,0,8.873818358,2.742789068,1.928964917,2.50268053,0.771632545,0.592268453
LQx.B.F.154,52.68,2,3,11,8,0,0.25,9.688072895,2.966886204,15,16,6,10.729,3.251,2.393,2.494,1.181,0.429,0,8.621253898,3.026994071,9.143002893,2.814424513,2.090150848,2.265326225,1.115567126,0.398089121
LQx.B.F.155,55.7,0,3,11,8,0,0,9.162947129,0,15,NA,6,10.19,3.015,1.956,3.208,0.462,0.937,0,7.740624308,0,8.08587797,2.447567173,1.608424337,2.791550438,0.425451418,0.840971408
LQx.B.F.156,68.42,7,2,11,7,3.96,0.875,9.905212536,7.674722755,15,16,5,12.334,3.409,0,3.066,0,0.439,3.347645588,6.906275086,8.165613994,7.522453867,2.182908352,0,2.277547819,0,0.348395726
LQx.B.F.157,45.3,1,3,10,7,0,0.125,7.108706895,1.506029834,13,NA,6,8.273,2.629,2.616,2.987,0.838,0.734,0,7.282703087,1.499781763,8.551897788,2.708767159,2.690408778,3.047138601,0.847959176,0.745465806
LQx.B.F.158,54,2,3,11,8,0,0.25,8.939182759,2.349067274,15,16,7,10.775,2.708,2.428,3.279,1.143,0.721,0,7.7732177,2.406193231,8.895995303,2.278366536,2.064669261,2.922185559,1.067558556,0.659218132
LQx.B.F.159,56.55,8,3,9,8,3.14,1,9.168052365,8.827378839,15,16,6,10.93,3.927,1.829,2.563,1.171,0.554,2.883668459,7.636245003,9.109232019,8.506622944,3.132717433,1.479538966,2.204448858,1.070942251,0.492739055
LQx.B.F.160,56.58,2,2,11,8,0,0.25,9.321355714,2.660654453,14,17,6,10.724,4.031,0,2.799,1.041,0.632,0,7.760092584,2.745841267,8.340634846,3.213715541,0,2.406451621,0.951820099,0.561935567
LQx.B.M.131,50.72,0,3,11,8,0,0,8.809164174,0,15,17,6,11.041,3.205,2.573,2.921,0.638,0.757,0,8.121463412,0,9.876597998,2.898642366,2.341516952,2.731698644,0.613160364,0.718569355
LQx.B.M.132,62.05,0,3,9,7,0,0,10.07446801,0,15,16,7,13.053,3.729,0,3.172,1.321,0.737,0,7.694995753,0,9.021332447,2.672738548,0,2.540251004,1.158067313,0.620101711
LQx.B.M.133,54.52,2,3,11,7,0,0.25,8.292487222,2.652080165,14,NA,6,11.239,3.239,2.494,2.827,0.62,0.607,0,7.146670634,2.720755039,9.16599118,2.695162501,2.098908041,2.500866347,0.576553407,0.551814275
LQx.B.M.134,55.67,1,3,11,8,0,0.125,9.027185976,1.174838719,15,16,6,11.44,3.089,2.438,2.344,0,0.5,0,7.629771696,1.209303912,9.084026638,2.509198956,2.005943651,2.040556912,0,0.448902062
LQx.B.M.135,58.88,2,3,12,9,0,0.25,9.170578238,2.68267742,15,16,6,12.329,3.49,2.388,2.662,0.945,0.429,0,7.35589727,2.786324722,9.112302437,2.657413166,1.849131332,2.219578288,0.848488855,0.372456425
LQx.B.M.136,60.23,0,3,11,9,0,0,10.07659644,0,14,18,6,12.54,3.642,2.436,2.692,0.323,0.399,0,7.913441444,0,9.003280666,2.701577418,1.8405808,2.205789807,0.287030597,0.341744902
LQx.B.M.137,56.51,1,3,11,8,0,0.125,9.427777796,1.667465814,16,16,6,11.229,4.191,2.72,3.005,1.207,0.869,0,7.857762187,1.72051172,8.747245269,3.346050206,2.201984284,2.586022452,1.104222358,0.773233777
LQx.B.M.138,63.59,2,2,11,8,0,0.25,10.04177847,NA,15,16,5,12.969,3.828,0,3.023,0.277,0.447,0,7.496543861,NA,8.686476872,2.667195016,0,2.375698535,0.240135544,0.370624577
LQx.B.M.139,60.81,2,3,11,8,0,0.25,11.18988229,2.739621399,14,16,6,12.291,4.087,2.86,2.921,1.615,0.853,0,8.709494276,2.860230829,8.716956949,2.998341714,2.138645152,2.375849282,1.428895781,0.726421196
LQx.B.M.140,62.58,2,3,11,8,0,0.25,10.43283203,1.799259426,13,17,6,13.101,3.47,2.349,2.687,1.331,0.533,0,7.905720394,1.887137052,8.9565038,2.462820949,1.702820996,2.137812796,1.162317934,0.446183128
LQx.B.M.141,53.04,0,2,10,8,0,0,8.430235461,0,13,17,7,11.006,3.33,0,2.637,1.008,0.523,0,7.454397924,0,9.297680133,2.860257513,0,2.382698958,0.949200187,0.483343037
Pax.B.F.061,60.96,0,2,10,7,0,0,8.426240452,0,16,14,NA,11.46,NA,0,2.652,0,0.528,0,6.543389708,0,8.102019126,NA,0,2.152969032,0,0.448986604
Pax.B.F.062,43.89,2,2,10,8,0,0.25,6.79480998,1.417661374,15,16,6,8.341,2.644,0,2.324,0.658,0.564,0,7.169594422,1.404635995,8.97819131,2.825419773,0,2.429164774,0.675488464,0.58374776
Pax.B.F.063,54.77,0,2,10,7,0,0,7.37164658,0,15,15,6,10.213,3.17,0,3.292,0.833,1.064,0,6.326001543,0,8.280619174,2.623864524,0,2.901991098,0.773013307,0.964622451
Pax.B.F.064,50.03,0,2,11,6,0,0,7.586715443,0,15,15,7,8.23,3.244,0,2.769,1.173,0.65,0,7.084427283,0,7.492217516,2.980638186,0,2.616979228,1.13439321,0.622077558
Pax.B.F.065,61.85,0,2,10,7,0,0,9.485050228,0,14,15,5,12.802,3.653,0,1.808,0.77,0.495,0,7.266651285,0,8.884483263,2.628034448,0,1.451511347,0.676022207,0.417291296
Pax.B.F.066,54.26,0,3,10,7,0,0,8.068683819,0,14,15,6,8.987,2.398,1.839,2.207,1.844,0.841,0,6.984881297,0,7.374335242,2.00640175,1.555699523,1.959584617,1.718522837,0.766729323
Pax.B.F.067,50,0,3,11,7,0,0,7.413502136,0,15,17,6,9.286,2.256,2.113,2.352,0.823,0.538,0,6.926557852,0,8.460042337,2.074282929,1.952889215,2.223898831,0.796130405,0.515073582
Pax.B.F.068,51.47,0,3,10,7,0,0,7.994658861,0,15,16,6,10.681,3.096,1.857,2.469,1.156,0.729,0,7.270268484,0,9.376785841,2.753050284,1.663295861,2.283065592,1.103582255,0.685941449
Pax.B.F.069,52.57,0,2,10,8,0,0,7.797685176,0,15,16,6,10.076,3.561,0,2.55,0.239,0.521,0,6.952578211,0,8.609527379,3.09023662,0,2.319918905,0.225973545,0.48406508
Pax.B.F.070,48.57,0,3,10,6,0,0,7.622599022,0,15,NA,6,9.614,2.911,1.781,2.431,1.107,0.737,0,7.317407011,0,9.0901792,2.767625152,1.698563291,2.350480878,1.085119539,0.717947321
Pax.B.F.071,53.54,0,3,9,6,0,0,8.208743666,0,15,15,6,11.072,3.434,1.999,2.52,0.533,0.549,0,7.19526696,0,9.241815371,2.917836094,1.715678742,2.260606608,0.499765928,0.504531939
Pax.B.F.072,49.06,0,3,11,7,0,0,7.834624433,0,15,16,6,9.924,2.997,NA,2.233,1.605,0.424,0,7.45082035,0,9.26354172,2.816587424,NA,2.142431635,1.566092461,0.410566261
Pax.B.F.073,46.77,8,3,10,8,2.145,1,7.061957802,4.928541074,15,16,6,8.834,2.304,0.8,1.768,0.81,0.48,2.139392074,7.022381398,4.933305235,8.766190418,2.28805057,0.794802426,1.759828486,0.807779024,0.478273999
Pax.B.F.074,46.51,0,2,10,7,0,0,6.908691542,0,NA,NA,6,7.777,2.939,0,2.113,0.381,0.437,0,6.905806452,0,7.772547368,2.937483016,0,2.112272599,0.380922257,0.436883015
Pax.B.F.075,53.91,0,2,10,7,0,0,8.227893054,0,15,16,6,10.627,3.287,0,2.715,0.582,0.747,0,7.165849596,0,8.792550507,2.770832402,0,2.422665619,0.54399981,0.683672031
Pax.B.F.076,39.13,0,2,11,7,0,0,5.684843742,0,14,17,6,7.473,2.113,0,1.974,0.833,0.455,0,6.676689092,0,9.31660028,2.577680649,0,2.253822387,0.90108919,0.504405452
Pax.B.F.094,45.6,0,2,11,NA,0,0,6.651814793,0,NA,NA,6,9.327,2.837,0,2.222,0.665,0.335,0,6.772780446,0,9.560343804,2.900906853,0,2.255256109,0.67088114,0.338892325
Pax.B.F.095,42.98,0,3,10,6,0,0,6.395470623,0,15,15,5,8.811,2.654,1.219,1.765,0,0.351,0,6.881468439,0,9.74178559,2.905482394,1.327077523,1.874843957,0,0.367871462
Pax.B.F.102,36.54,1,2,9,7,0,0.125,5.634457304,1.315205709,15,16,7,7.356,1.956,0,1.956,0.752,0.447,0,7.05422466,1.265361869,10.0105744,2.582288491,0,2.354073338,0.839267834,0.516257393
Pax.B.M.077,50.48,0,2,12,7,0,0,7.515184645,0,14,16,6,10.267,3.132,0,2.022,1.13,0.533,0,6.959235612,0,9.240133054,2.848160291,0,1.897872204,1.088356082,0.507378655
Pax.B.M.078,48.99,0,2,12,8,0,0,7.05495472,0,15,16,NA,9.741,3.099,0,1.857,0,0.297,0,6.718291157,0,9.10934792,2.917248017,0,1.783639865,0,0.28783578
Pax.B.M.079,48.32,0,2,12,9,0,0,7.305983479,0,14,17,6,9.873,3.388,0,2.019,0.531,0.389,0,7.047324825,0,9.396910947,3.240362825,0,1.959891891,0.521730594,0.380115256
Pax.B.M.080,48.99,0,3,11,8,0,0,7.659307886,0,14,16,NA,10.249,2.677,1.13,1.854,0,0.312,0,7.293804494,0,9.58440682,2.519997722,1.067699346,1.780758379,0,0.30237294
Pax.B.M.081,46.47,0,3,11,7,0,0,7.019750317,0,15,15,6,9.07,2.629,1.941,2.217,0.612,0.528,0,7.022455091,0,9.074792062,2.630252157,1.941867446,2.217704134,0.612115197,0.528130396
Pax.B.M.082,46.8,0,3,11,8,0,0,7.597852688,0,15,15,6,10.071,3.353,2.08,2.357,0.765,0.528,0,7.550753341,0,9.985499045,3.327326891,2.065052583,2.344949212,0.762679405,0.525899643
Pax.B.M.083,50.45,0,2,11,7,0,0,7.785032045,0,15,16,6,10.236,3.183,0,2.21,0.953,0.493,0,7.213121021,0,9.219243437,2.896523895,0,2.07527995,0.91812788,0.469468369
Pax.B.M.084,48.65,0,3,12,8,0,0,7.128429448,0,15,16,7,9.982,2.992,1.829,1.979,1.275,0.424,0,6.832521342,0,9.418274892,2.839240661,1.741237123,1.911031038,1.248861494,0.41263248
Pax.B.M.085,51.04,0,3,12,8,0,0,7.421150579,0,14,16,6,10.373,3.231,1.377,1.621,1.074,0.269,0,6.801768886,0,9.204674155,2.901034498,1.244615196,1.508631218,1.029229769,0.254384846
Pax.B.M.086,47.77,0,NA,11,8,0,0,7.153312577,0,15,16,7,8.981,3.228,0,2.108,1.359,0.63,0,6.974167602,0,8.674053049,3.128373174,0,2.06438592,1.34226412,0.619840809
Pax.B.M.087,48.8,0,2,11,8,0,0,7.759368721,0,15,16,7,10.312,3.122,0,2.347,1.049,0.673,0,7.415934141,0,9.691388477,2.952101772,0,2.261031234,1.02605351,0.653751769
Pax.B.M.088,49.49,0,2,12,7,0,0,7.339012742,0,14,16,5,9.957,3.056,0,1.786,0,0.384,0,6.922880082,0,9.191142976,2.843270767,0,1.702096987,0,0.369897683
Pax.B.M.089,50.42,0,2,11,7,0,0,7.643587107,0,15,16,6,9.939,3.198,0,1.928,0,0.32,0,7.085999316,0,8.958560591,2.912171293,0,1.811299081,0,0.304834362
Pax.B.M.090,54.44,0,2,11,8,0,0,8.366771805,0,15,15,5,11.417,3.49,0,2.365,0.503,0.343,0,7.220578777,0,9.328670602,2.90894192,0,2.094529085,0.468065465,0.312089985
Pax.B.M.091,58.03,8,3,12,8,4.46,1,8.386598155,8.234939553,14,17,6,11.783,3.518,2.441,2.934,1.242,0.732,4.050169999,6.818959953,8.533172005,8.872308977,2.724043544,1.920156042,2.473890874,1.122574659,0.641072057
Pax.B.M.092,55.57,0,2,11,8,0,0,8.438540841,0,15,15,6,12.362,3.83,1.905,2.756,1.158,0.732,0,7.14422584,0,9.838756216,3.117573039,1.570453694,2.402541896,1.067527905,0.657899784
Pax.B.M.093,59.8,2,2,11,8,0,0.25,9.423823099,1.578095463,15,16,7,12.128,3.559,0,2.888,1.229,0.678,0,7.450449412,1.64314853,8.787673601,2.6619185,0,2.379468328,1.095711612,0.583203549
Pri.B.F.001,59.92,8,2,10,7,4.13,1,9.172959903,9.29931579,15,16,6,11.758,3.119,0,4.29,0.93,1.026,3.698603647,7.238563314,9.685771653,8.49775494,2.327436758,0,3.529151514,0.828381493,0.881489301
Pri.B.F.002,51.67,8,3,10,7,4.13,1,8.047678323,7.290676272,15,16,6,9.98,3.045,2.08,2.591,0.841,0.935,3.944603142,7.292044988,7.415315977,8.718013254,2.695613815,1.855230768,2.388741,0.801447263,0.87773544
Pri.B.F.003,48.64,8,3,10,7,4.29,1,7.666077724,8.195782481,16,15,7,10.274,2.418,1.748,2.202,0.676,0.673,4.206483006,7.349261047,8.255466986,9.696334562,2.295090921,1.664494143,2.126708362,0.66220353,0.655037286
Pri.B.F.004,44.6,8,3,11,8,3.3,1,6.922962025,7.788713799,15,16,6,8.88,2.357,1.318,2.073,0.683,0.323,3.360051395,7.196237613,7.737045579,9.364106018,2.472533133,1.378530142,2.14022293,0.696041673,0.33111574
Pri.B.F.005,66.09,8,2,11,9,5.61,1,10.76524753,9.76964564,16,15,NA,13.876,3.708,0,3.167,NA,0.284,4.81446657,7.7525798,10.33691227,8.846537581,2.471184414,0,2.416120647,NA,0.230105769
Pri.B.F.006,61.61,8,3,11,8,5.28,1,9.877429627,8.891497549,15,16,6,12.464,3.424,2.664,3.493,1.006,0.559,4.671655202,7.59476485,9.302423655,8.693051767,2.474359505,1.964098489,2.812674497,0.884785617,0.472341325
Pri.B.F.007,64.03,8,2,9,7,3.8,1,9.048002455,8.586800529,15,16,NA,13.02,3.851,0,NA,0.48,0.747,3.306335918,6.711328992,9.039346569,8.644032526,2.6619631,0,NA,0.414813186,0.616816475
