univID,stl,ips,mds,mdf,maf,lps,ips.prop,ect,tpg,mav,mcv,mpt,cle,pmx,ds1,ds2,lpt,ds3,lps.sc,ect.sc,tpg.sc,cle.sc,pmx.sc,ds1.sc,ds2.sc,lpt.sc,ds3.sc
Pax.L.M.116,40.51,8,3,12,10,4.13,1,7.227634325,6.884026299,14,16,6,7.694,2.456,1.811,2.25,0.549,0.297,4.384705914,8.218487602,6.733643189,9.176027773,2.878691932,2.101996652,2.501358573,0.584564289,0.322493465
Pax.L.M.117,43.77,8,3,12,7,3.8,1,6.869762984,7.821957061,14,18,6,7.899,2.842,2.174,2.271,0.688,0.386,3.900874446,7.267225435,7.746685954,8.532263301,3.046611954,2.320548069,2.378771101,0.707167996,0.400170135
Pax.L.M.118,44.97,8,3,13,10,4.29,1,7.659140525,6.939250793,14,17,6,8.318,2.911,2.446,2.83,1.036,0.579,4.352407667,7.900330073,6.902360566,8.679231915,3.024725641,2.535559436,2.903260752,1.051812682,0.59062199
Pax.L.M.119,40.11,8,2,13,9,4.13,1,6.900866946,7.109889446,14,17,6,7.709,2.769,2.009,2.454,0.864,0.46,4.403660534,7.919925309,6.943509193,9.311396231,3.282924101,2.356991381,2.749053253,0.924141657,0.502458465
Pax.L.M.120,40.48,8,3,13,10,2.97,1,6.815177374,6.48253746,15,18,6,7.315,2.718,1.481,1.852,0.673,0.351,3.154181841,7.754845378,6.340171351,8.732297877,3.188507211,1.720350206,2.060069708,0.716839108,0.381297573
Pax.L.M.121,42.45,8,3,12,9,4.79,1,7.1216168,8.441190062,14,18,6,7.709,2.228,2.578,2.791,0.803,0.488,4.983045613,7.752039259,8.318989714,8.659771217,2.474277161,2.844513466,2.993129741,0.836976093,0.515266821
Pax.L.M.122,40.26,8,3,12,9,2.81,1,6.345303459,6.333825505,14,16,6,6.284,2.416,1.821,1.956,0.729,0.284,2.991337462,7.256998124,6.189311571,7.554029675,2.85210089,2.127812676,2.184894149,0.778418628,0.30952161
Pax.L.M.123,42.09,8,3,12,10,3.8,1,6.564204338,6.798661322,14,NA,5,7.605,2.454,1.745,2.25,0,0.234,3.967809292,7.20229894,6.691090437,8.636549472,2.752163373,1.943228564,2.428809843,0,0.248336588
Pax.L.M.124,40.4,8,3,12,10,3.63,1,6.763921636,7.901824892,15,16,6,7.59,2.611,2.195,2.436,1.61,0.478,3.858427711,7.710744182,7.72583671,9.083543043,3.069982012,2.55520778,2.713807967,1.716422544,0.51987476
Pax.L.M.125,41.86,8,3,12,10,3.47,1,6.576785234,6.916748749,14,17,6,7.595,2.845,2.129,2.461,1.207,0.574,3.631876883,7.253096377,6.801327743,8.68587784,3.210900776,2.384952825,2.667799601,1.266123695,0.611167446
Pax.L.M.126,42.9,8,3,13,10,3.63,1,7.482715932,7.151998709,14,17,6,7.62,2.408,1.994,2.428,0.925,0.467,3.75902519,8.06534486,7.060396126,8.445077245,2.641843719,2.175171448,2.582804399,0.959513885,0.489992976
Pax.L.M.127,37.45,8,3,11,9,3.47,1,6.302740143,7.157822283,14,17,6,6.891,2.337,1.593,1.938,0.615,0.32,3.811953525,7.711821433,6.913786293,9.087197884,2.998966173,2.013023572,2.288688897,0.678714338,0.364181862
Pax.L.M.128,45.52,8,3,11,9,3.96,1,7.247935017,7.350743211,14,17,6,8.222,2.53,1.933,2.347,1.443,0.348,3.996432986,7.391843911,7.325939205,8.446655069,2.592236423,1.977584545,2.385346791,1.456927551,0.352413332
Pax.L.M.129,40.75,8,3,12,9,4.13,1,6.745840615,7.701243467,14,17,6,7.463,2.654,1.367,1.844,1.544,0.538,4.373461534,7.628476388,7.540150422,8.833514362,3.089645259,1.57654165,2.040708306,1.63959884,0.582119591
Pax.L.M.130,36.94,NA,3,11,9,NA,NA,6.625554868,NA,13,17,6,7.102,2.057,1.862,2.035,0.78,0.399,NA,8.211206173,NA,9.531206901,2.681736476,2.388130737,2.428724502,0.86620671,0.457828997
Pri.L.F.025,38.55,8,3,12,10,2.97,1,6.161250544,7.079158812,14,18,5,6.764,1.814,1.013,1.377,0,0.19,3.221879661,7.337763744,6.869636957,8.59536664,2.251374879,1.240608014,1.590360008,0,0.212520776
Pri.L.F.026,42.61,8,3,12,9,3.3,1,6.928058547,7.506528822,14,17,6,7.013,2.06,1.491,2.187,1.534,0.541,3.427386356,7.514917421,7.402325725,7.840101228,2.277800913,1.638454303,2.338609192,1.596165614,0.569944157
Pri.L.F.027,44.08,8,2,12,9,3.63,1,7.269052371,8.702601477,13,19,6,7.917,2.25,0,2.426,0.917,0.66,3.714947125,7.639138491,8.628620361,8.474829708,2.392434709,0,2.527368244,0.939520046,0.681346277
Pri.L.F.028,41.26,8,3,13,10,3.96,1,7.275804635,8.240675081,15,16,6,NA,NA,2.316,3.198,0.859,0.737,4.170828962,8.13283533,8.084414271,NA,NA,2.635293798,3.50544589,0.907028039,0.791528107
Pri.L.F.029,42.07,8,3,9,9,3.3,1,6.722060894,6.995382148,14,17,6,7.201,2.068,1.359,2.09,0.452,0.399,3.446441101,7.378772475,6.884173717,8.182725256,2.320535854,1.514158447,2.256919488,0.473060224,0.423566124
Pri.L.F.030,40.41,8,3,12,8,3.63,1,7.17312062,8.124123068,NA,16,6,7.28,1.394,1.529,1.537,0,0.226,3.858012624,8.175334967,7.943499303,8.709783333,1.638580377,1.779437935,1.711957635,0,0.245762141
Pri.L.F.031,36.42,8,3,11,9,2.48,1,5.949500379,6.318752905,15,17,6,5.73,1.814,1.422,1.491,0.356,0.206,2.757622434,7.471552653,6.076076471,7.830686426,2.403925861,1.852004385,1.798985811,0.39790929,0.238385881
Pri.L.F.032,36.6,8,3,11,8,3.47,1,6.169814494,6.669251033,14,17,6,6.396,1.788,1.638,2.101,0.485,0.414,3.850187221,7.712663019,6.418188081,8.685883806,2.356033782,2.121968039,2.525393538,0.540878361,0.477675404
Pri.L.F.033,41.72,8,3,11,9,3.47,1,6.688689909,7.014891368,14,18,6,6.84,1.783,1.59,2.002,1.11,0.574,3.637169741,7.399605818,6.894126226,7.856039441,2.020106183,1.787623262,2.175829537,1.166152074,0.612393407
Pri.L.F.034,38.81,8,3,11,8,3.47,1,6.455724232,7.38300631,NA,16,6,6.594,1.511,0.958,1.491,0,0.269,3.753300584,7.6403908,7.172222022,8.307578974,1.860834118,1.164745325,1.713142537,0,0.299677306
Pri.L.F.035,44.56,8,3,12,9,4.13,1,7.135247028,8.202865602,15,17,6,7.851,2.299,1.941,2.593,0.665,0.691,4.20679572,7.423115276,8.147277099,8.288518959,2.414187499,2.032114427,2.678933835,0.677975264,0.708742447
Pri.L.F.036,39.03,8,3,12,10,3.3,1,6.237407209,7.30277491,NA,17,6,6.449,1.633,1.194,1.656,1.24,0.465,3.560661344,7.343173352,7.100717846,8.06634497,1.99801005,1.442821868,1.894470038,1.342923077,0.516280918
Pri.L.F.037,43.48,8,2,11,9,3.8,1,7.609418164,8.858441118,14,17,7,8.07,2.418,1.659,2.507,1.222,0.762,3.912163059,8.099766278,8.763844135,8.791433152,2.612038074,1.783619371,2.63943333,1.259858124,0.793120667
Pri.L.F.038,33.48,8,3,11,9,2.97,1,5.296020372,5.26244153,15,17,6,5.392,1.407,0.881,1.308,0.63,0.269,3.425545233,7.194367994,4.992458759,8.206680904,2.05467493,1.256849235,1.683749593,0.731713264,0.327364382
Pri.L.F.039,32.65,8,3,12,7,2.64,1,4.958215227,5.533865603,14,18,6,5.608,1.717,0.955,1.476,0.838,0.45,3.078338453,6.895128494,5.228856156,8.81404792,2.581041401,1.399944264,1.937058425,0.984498522,0.555920996
Pri.L.F.040,43.19,8,3,12,9,3.14,1,7.233394841,7.849725198,14,17,6,7.447,2.083,1.994,2.553,1.631,0.625,3.242099756,7.747746381,7.757566648,8.182503998,2.267591918,2.159367818,2.70173583,1.686667514,0.653134757
Pri.L.F.041,30.79,8,3,10,7,2.48,1,4.643309147,5.505748776,15,18,6,5.334,1.778,0.508,1.524,0.762,0.508,2.966452362,6.820503638,5.153563274,9.036795106,2.859827604,0.793491722,2.092362375,0.919475492,0.649982676
Pri.L.F.042,34.36,8,3,11,7,2.81,1,5.316919982,5.787756872,NA,NA,6,5.537,1.478,0.665,1.542,0.785,0.384,3.204656883,7.04998361,5.513726595,8.152200561,2.09472142,0.92242972,1.945747196,0.901016507,0.460119199
Pri.L.F.043,46.5,8,3,12,9,3.8,1,7.647365853,8.764160235,15,16,5,8.306,2.256,1.938,2.489,1.25,0.541,3.799615868,7.645706373,8.764487239,8.303528792,2.2553949,1.937512246,2.488554766,1.249867469,0.540924747
Pri.L.F.044,40.12,8,3,12,9,3.3,1,6.619722598,7.607836582,13,18,6,6.693,1.862,1.181,1.692,1.473,NA,3.518282109,7.595496922,7.4301009,8.081631845,2.206950963,1.38519456,1.895071813,1.575354113,NA
Pri.L.F.045,43.61,8,3,12,9,3.96,1,7.24559204,8.197285572,14,17,6,7.724,2.207,1.303,2.393,1.692,0.587,4.071598354,7.691038283,8.113634144,8.38242037,2.375909975,1.396358342,2.513631932,1.742046153,0.609883434
Pri.L.F.046,43.98,8,3,12,9,3.63,1,7.078931808,8.394716587,15,17,6,7.711,2.192,1.328,1.938,1.354,0.457,3.718616612,7.455122532,8.320320509,8.278337222,2.336877158,1.410195228,2.022508064,1.388689307,0.472422054
Pri.L.F.047,44.06,8,3,12,9,3.96,1,6.576998199,8.175206948,15,17,6,7.498,2.263,1.379,1.999,0.638,0.325,4.053469164,6.914777906,8.105119078,8.030969144,2.407517625,1.461474242,2.083253578,0.65380352,0.335602516
Pri.L.F.048,36.28,8,3,11,9,2.81,1,5.978025743,6.736722772,15,17,6,6.223,1.539,0.77,1.679,0.749,0.45,3.129799699,7.534406958,6.473992305,8.546439636,2.048574708,1.007032649,2.03183058,0.838645683,0.521946946
Pri.L.F.049,39.9,8,3,12,9,3.47,1,6.894351832,7.244442114,15,NA,5,6.81,1.567,1.496,2.134,0,0.447,3.70838029,7.951303878,7.068957279,8.280963989,1.869117357,1.765131897,2.400251376,0,0.4897941
Pri.L.F.050,40.56,8,3,11,10,2.81,1,6.645876158,7.599105036,NA,17,5,7.252,2.101,1.046,1.308,0,0.145,2.981699482,7.548280992,7.434572012,8.635249422,2.459092993,1.212454457,1.452743989,0,0.157330176
Pri.L.F.051,40.51,8,3,12,9,3.3,1,6.669723583,7.515238799,14,18,6,7.483,2.088,1.344,2.146,1.361,0.472,3.503518043,7.584091573,7.351066709,8.924384693,2.447356984,1.559957759,2.385740221,1.44916575,0.512514867
Pri.L.M.054,44.7,8,3,12,10,3.96,1,7.703497128,7.367464742,14,18,6,8.057,2.438,1.623,2.377,1.064,0.503,4.028138105,7.990864759,7.321221158,8.471926313,2.550904972,1.693427506,2.449856617,1.083210096,0.51494811
Pri.L.M.055,48.05,8,2,12,11,3.47,1,7.338478147,7.884941611,14,18,6,8.052,2.652,2.004,2.228,1.356,0.546,3.420544873,7.11578113,7.926826715,7.718866182,2.552882438,1.93363821,2.172115864,1.335737118,0.535320667
Pri.L.M.056,48.87,8,3,11,9,3.96,1,6.775626346,7.847862051,14,18,5,9.05,2.619,1.521,1.941,0,0.272,3.874952978,6.467076376,7.910998074,8.489754858,2.472383622,1.440962112,1.86784199,0,0.263994176
Pri.L.M.057,46.05,8,3,12,9,4.29,1,7.85573032,8.059810364,15,17,6,8.379,2.347,2.167,2.677,1.105,0.528,4.307737717,7.925624871,8.047545767,8.481385601,2.372838299,2.189377829,2.696618311,1.109792455,0.531006423
Pri.L.M.058,47.03,8,3,13,10,3.47,1,7.196610117,7.726355097,14,18,5,8.194,2.598,1.681,2.261,0.676,0.218,3.452597725,7.119352398,7.74070538,8.073630412,2.56356975,1.660087685,2.240972792,0.672444657,0.216496992
Pri.L.M.059,46.82,8,3,12,10,3.63,1,7.661425472,8.027534977,14,19,6,8.291,2.662,1.323,1.839,1.003,0.267,3.618828438,7.610896828,8.036672335,8.216118027,2.640316139,1.312885303,1.828996388,0.999762669,0.26586993
Pri.L.M.060,47.68,8,3,12,9,4.13,1,7.777470115,7.492654053,14,17,6,8.651,NA,1.869,2.375,0.813,NA,4.084841508,7.596049981,7.523119439,8.375516817,NA,1.81852979,2.329238232,0.80367873,NA
Fos.K.T0.001,74.46,3,3,10,9,8.2,1,11.71,14.81,15,21,6,11.48,4.71,NA,8.37,3.66,3.73,6.640373652,8.649253697,10.85878806,8.387709113,3.225919073,NA,7.360959365,2.921341184,3.253883264
Fos.K.T0.006,47.95,3,3,9,8,6.2,1,8.36,11.22,14,20,6,7.98,2.3,5.45,6.19,1.92,2.9,6.709933157,9.364894576,12.60336938,8.975692892,2.650385958,5.775460919,6.495208686,2.089198119,3.052233005
Fos.K.T0.009,49.03,3,3,10,9,5.32,1,8.71,9.68,14,20,5,NA,2.72,5.96,7.03,2.5,3.31,5.673668236,9.553460724,10.64125393,NA,3.052916752,6.248255312,7.310992524,2.677980905,3.450814663
Fos.K.T0.010,55.29,3,3,10,9,7.39,1,9.28,11.86,14,20,6,NA,3.03,5.08,6.98,3.01,2.86,7.281312801,9.084624298,11.60430839,NA,2.950521434,5.025064472,6.917307884,2.962721755,2.832701374
Fos.K.T0.022,85.01,3,3,9,7,10.38,1,13.29,17.45,NA,19,6,13.4,4.44,NA,9.38,3.14,NA,7.702921818,8.6594178,11.25229636,8.597943832,2.60007942,NA,7.822054343,2.283032932,NA
Fos.K.T0.026,72.49,3,3,10,9,8.19,1,10.7,13.91,NA,21,NA,10.59,NA,5.3,7.14,3.16,3.25,6.750500654,8.10635062,10.46745052,7.943513309,NA,4.599086368,6.347164477,2.570321459,2.86776481
Fos.K.T0.011,53.65,3,3,9,8,8.12,1,9.45,13.85,14,19,6,8.74,NA,4.84,6.3,3.12,3.21,8.160903938,9.518439173,13.95275,8.805576417,NA,4.857879895,6.319305919,3.136796519,3.220457729
Fos.K.T0.093,72.87,3,3,11,9,8.46,1,NA,16.48,NA,20,5,NA,5.08,NA,8.52,3.36,3.61,6.949062046,NA,12.33871756,NA,3.56925862,NA,7.558054507,2.722957512,3.178328921
Fos.K.T0.104,72.54,3,3,10,9,9.32,1,12.3,16.39,14,19,6,NA,NA,NA,9.37,3.67,NA,7.678398912,9.312436837,12.32544138,NA,NA,NA,8.327237964,2.98370293,NA
Fos.K.T0.123,64.86,3,NA,10,9,6.99,1,9.76,11.92,NA,20,NA,NA,3.24,NA,6.07,NA,NA,6.199508456,8.214855195,9.990991364,NA,2.612417464,NA,5.642236363,NA,NA
Fos.K.T0.124,56.91,3,3,10,9,7.21,1,10.78,12.41,NA,21,6,NA,3.82,5.49,7.01,2.98,3.38,6.970051372,10.26854661,11.80726574,NA,3.594951558,5.355320004,6.867001979,2.874152789,3.306753278
Fos.K.T0.125,77.05,3,3,10,9,8.39,1,NA,16.72,14,20,6,NA,5.26,4.86,7.48,3.77,3.2,6.642865962,NA,11.85956534,NA,3.45990283,4.09468208,6.488616261,2.937561564,2.751117603
Fos.K.T0.135,76.16,3,3,9,8,10.23,1,12.02,15.51,NA,20,6,12.07,4.9,NA,NA,3.42,3.89,8.161951813,8.690575768,11.12589932,8.625777585,3.267676082,NA,NA,2.686732331,3.360941683
Fos.K.T0.136,51.88,3,3,11,10,8.16,1,8.21,11.74,15,20,6,NA,2.81,5.95,6.63,2.78,2.94,8.3844219,8.536203966,12.21801555,NA,2.950154768,6.069651719,6.740444494,2.861772295,2.992088891
Fos.K.T0.139,69.25,3,3,11,10,10.52,1,NA,14.46,NA,20,6,NA,4.62,NA,NA,2.69,NA,8.936211594,NA,11.37446154,NA,3.447592853,NA,NA,2.259616969,NA
Fos.K.T0.142,54.77,3,3,10,9,7.56,1,9.63,12.39,14,21,6,10.94,3.09,5.62,7.35,2.85,2.61,7.495338878,9.511934445,12.23443054,10.8010926,3.042747905,5.584685365,7.311655312,2.82396129,2.595528039
Fos.K.T0.148,59.21,3,3,9,8,8.21,1,9.25,13.76,14,20,6,9.85,3.37,6.13,7.32,3.53,3.11,7.732246333,8.486899691,12.59846608,9.009529965,3.026349075,5.866149737,7.057584137,3.310954879,2.9916186
Fos.K.T0.149,61.31,3,3,10,9,8.17,1,11.14,12.75,14,20,5,11.16,3.6,NA,8.27,3.58,3,7.519873939,9.889372664,11.28594105,9.864894818,3.102404074,NA,7.862795966,3.276454863,2.843222624
Fos.K.T0.173,59.71,3,3,10,9,8.28,1,NA,14.3,14,20,5,NA,4.3,6.28,8.01,3.27,3.46,7.755081611,NA,12.986597,NA,3.823317522,5.985305703,7.696833906,3.048982556,3.316379368
Fos.K.T0.192,76.54,3,3,10,9,10.79,1,12.43,16.32,14,20,6,NA,4.07,NA,8.14,3.64,3.95,8.580557467,8.944781023,11.65060043,NA,2.69824943,NA,7.079982581,2.84955968,3.40554399
Fos.K.T0.206,59.45,3,3,10,9,7.76,1,9.92,13.24,14,20,6,NA,3.17,4.57,6.5,2.52,3,7.288977425,9.066851663,12.07492244,NA,2.833163191,4.36474974,6.256816487,2.356905345,2.880830757
Fos.K.T0.531,72.48,3,3,11,9,8.1,1,10.82,NA,14,20,6,NA,3.51,6.06,7.23,NA,3.14,6.676926289,8.198333221,NA,NA,2.481855613,5.258928821,6.42752655,NA,2.770865048
Fos.K.T0.063,60.65,3,2,10,9,7.58,1,10.22,12.73,14,19,6,10.32,4.4,4.15,NA,2.7,3.16,7.026759774,9.166059009,11.38707613,9.219677683,3.840654376,3.925494998,NA,2.489972458,3.008719162
Fos.K.T0.181,62.53,3,3,10,9,9.82,1,11.6,15.76,14,19,6,NA,4.19,NA,8.27,2.21,3.7,8.921980929,10.1075,13.68640401,NA,3.527720192,NA,7.800876968,1.994749652,3.477293763
Fos.K.T0.86A,61.38,3,3,9,10,8.63,1,10.26,14.09,NA,21,6,NA,NA,NA,8.87,3.7,NA,7.937299088,9.098335461,12.45828407,NA,NA,NA,8.42939233,3.383560598,NA
Fos.K.T0.89A,55.64,3,3,10,9,7.66,1,9.14,10.26,14,21,6,NA,2.94,6.42,8.74,2.27,3.31,7.516023845,8.894299785,9.977587003,NA,2.841605394,6.331224809,8.63959663,2.22443965,3.269593841
Fos.K.T0.069,74.54,3,3,9,8,9.29,1,NA,15.02,NA,20,6,NA,3.77,NA,7.49,3.36,4.02,7.517736062,NA,11.0013046,NA,2.578829384,NA,6.584209673,2.679860041,3.505260263
Fos.K.T0.090,52.49,3,3,9,8,7.62,1,9.62,11.93,NA,19,5,NA,3.11,NA,7.94,4.06,3.02,7.769493579,9.892193223,12.27586892,NA,3.22030927,NA,8.034493455,4.145165637,3.05822002
Fos.K.T0.048,77.67,3,3,10,9,9.11,1,10.21,15.19,NA,NA,5,NA,NA,NA,9.05,3.65,NA,7.174940876,7.246046654,10.69095374,NA,NA,NA,7.825326043,2.828054451,NA
Fos.K.T0.062,56.81,3,3,9,9,7.47,1,NA,11.26,14,20,6,NA,2.76,5.75,6.22,2.81,2.7,7.229772291,NA,10.73139791,NA,2.602805287,5.613713841,6.097418664,2.713549161,2.643471585
Fos.K.T0.099,58.87,3,3,9,8,7.89,1,NA,12.18,14,21,7,NA,2.96,6.29,6.95,2.37,2.74,7.459119683,NA,11.21426414,NA,2.6763161,6.036048467,6.716350232,2.231967506,2.642184782
Fos.K.T0.158,53.86,3,3,9,8,8.7,1,NA,14.12,14,20,6,NA,3.4,NA,7.53,3.15,3.45,8.721345694,NA,14.17099,NA,3.414980001,NA,7.541244643,3.158258836,3.455476848
Fos.K.T0.005,53.5,3,3,10,9,7.6,1,9.29,10.92,14,21,6,NA,NA,5.54,7.08,2.41,3.08,7.652389623,9.382105675,11.03090891,NA,NA,5.567999169,7.109678972,2.427755456,3.093726636
Fos.K.T0.012,60,3,3,10,9,7.82,1,10,13.16,14,20,7,9.8,3.21,4.98,6.2,2.56,2.83,7.300897343,9.060666028,11.89530617,8.848086324,2.837850402,4.73520225,5.946028375,2.378842044,2.706929992
Fos.K.T0.065,53.17,3,3,10,9,7.63,1,7.63,11.43,14,20,6,8.26,2.74,5.58,7.47,2.68,3.06,7.71398333,7.75089813,11.61554336,8.395614121,2.794341356,5.625005977,7.519960412,2.711531693,3.081759989
Fos.K.T0.075,59.36,3,3,10,9,7.24,1,10.01,11.85,14,20,6,NA,3.29,5.69,6.49,2.56,3.25,6.807333325,9.162237913,10.82312029,NA,2.945683207,5.438430493,6.250989499,2.396871979,3.122917424
Fos.K.T0.077,56.73,3,3,10,9,7.56,1,10.28,11.96,14,20,6,NA,3.27,5.16,6.36,2.26,2.75,7.323675501,9.821668808,11.41411667,NA,3.088899873,5.041132017,6.238185956,2.184593941,2.694043609
Fos.K.T0.079,66.4,3,3,11,10,8.61,1,10.04,14.59,14,21,NA,NA,3.92,6.44,7.61,3.82,3.48,7.519133471,8.264939967,11.95389135,NA,3.0742291,5.830558457,7.007417688,3.305193419,3.187827972
Fos.K.T0.096,65.71,3,3,10,9,9.07,1,12.08,13.66,14,21,6,12.96,4.15,NA,8.05,3.58,NA,7.975562556,10.04305925,11.30582012,10.70352792,3.295043825,NA,7.443712031,3.120403517,NA
Fos.K.T0.114,52.47,3,3,9,8,8.2,1,NA,11.54,14,19,6,NA,3.48,6.04,6.91,2.93,3.12,8.362972234,NA,11.87894949,NA,3.605056639,6.127861211,6.993304801,2.992264707,3.159999211
Fos.K.T0.184,70.75,3,3,9,8,9.72,1,NA,14.69,NA,20,NA,NA,4.98,NA,NA,3.98,NA,8.140879941,NA,11.31783486,NA,3.62327672,NA,NA,3.293159928,NA
Fos.K.T0.208,69.99,3,3,10,9,7.25,1,NA,14.24,14,19,6,NA,4.54,NA,8.21,3.55,3.38,6.1155266,NA,11.08659091,NA,3.345590711,NA,7.401856442,2.959788212,3.027458819
Fos.K.T0.267,71.67,3,3,10,9,NA,1,13.3,NA,14,19,6,NA,4.09,NA,8.95,3.26,3.58,NA,10.18518075,NA,NA,2.930640159,NA,7.992581088,2.67298603,3.174319251
Fos.K.19.245,60.99,3,3,10,9,5.9,1,10.05,11.13,14,19,7,10.57,2.8,4.71,5.68,2.84,2.03,5.449267122,8.966032432,9.902062868,9.391416421,2.427954449,4.44317308,5.41167561,2.608793432,1.928213151
Fos.K.19.247,55.08,3,3,10,9,5.81,1,8.29,12.82,14,20,6,8.27,3.36,4.71,5.08,2.84,2.56,5.73892303,8.14474467,12.58996514,8.119944198,3.286617063,4.667646925,5.042066068,2.802891864,2.539683813
Fos.K.19.249,59.12,3,3,10,9,7.02,1,9.69,13.28,14,20,6,NA,3.37,4.83,5.92,2.87,2.12,6.618124937,8.90340826,12.17692608,NA,3.031796086,4.625506116,5.711257914,2.694794209,2.040626323
Fos.K.19.251,61.32,3,3,10,9,NA,1,9.75,NA,14,21,6,NA,3.67,5.53,7.07,2.89,3.05,NA,8.654084663,NA,NA,3.162118887,5.203124521,6.721442529,2.644655662,2.890408589
Fos.K.19.253,57.64,3,3,9,8,6.97,1,9.29,12.32,14,21,6,NA,3.39,5.08,6.32,2.93,3.06,6.681684344,8.743144756,11.57771321,NA,3.142575677,4.924930287,6.159495404,2.800681727,2.97745669
Fos.K.19.254,51.45,3,3,8,8,6.95,1,8.43,12.72,14,19,6,8.87,2.7,3.94,NA,3.01,2.72,7.180415883,8.834251701,13.34514588,9.310983874,2.862695888,4.035440129,NA,3.116748765,2.778035768
Fos.K.19.258,52.72,3,3,9,8,5.4,1,8.5,10.21,14,19,6,NA,2.73,3.26,5.8,2.93,2.04,5.490100179,8.704414011,10.46157317,NA,2.812257916,3.299828317,5.858738031,2.982266953,2.06196849
Fos.K.19.260,57.98,3,3,9,8,6.5,1,8.23,NA,14,21,6,NA,2.55,3.66,5.2,2.61,1.7,6.207023937,7.702552292,NA,NA,2.347506182,3.538199571,5.055993439,2.484495488,1.649998167
Fos.K.19.264,59.37,3,3,10,9,6.92,1,9.42,NA,14,19,6,9.23,3.24,5.6,7.23,2.98,3.61,6.50573454,8.620831573,NA,8.420128868,2.900338378,5.351973657,6.963266476,2.789777888,3.468591356
Fos.K.19.267,64.31,3,3,8,9,7,1,10.27,13.39,14,20,5,10.47,3.49,5.62,6.92,3.92,2.37,6.243314333,8.714058112,11.31612707,8.831552687,2.842464724,5.167459509,6.454352666,3.468959184,2.200839853
Fos.K.19.269,54.93,3,3,10,9,6.24,1,8.37,10.22,14,20,6,8.55,2.85,5.25,6,1.92,2.76,6.174748483,8.244591886,10.06318316,8.417335104,2.796757053,5.209656546,5.96171607,1.898554711,2.741283382
Fos.K.19.271,55.66,3,3,9,8,6,1,8.83,11.91,14,20,6,8.68,3.85,3.54,5.29,2.36,2.58,5.885830902,8.589711321,11.57813567,8.435439992,3.719569326,3.490442547,5.228475506,2.312048167,2.548114528
Fos.K.19.068,55.47,3,3,9,8,5.8,1,7.22,11.47,14,20,5,7.3,NA,4.32,5.96,3.76,2.61,5.702471022,7.046287939,11.18741487,7.118141447,NA,4.266572079,5.898771082,3.692481509,2.581506205
Fos.K.19.070,60.41,3,3,9,8,8.03,1,10.29,13.57,14,20,6,10.49,3.52,6.45,7.46,3.28,2.92,7.463389998,9.263533297,12.18520336,9.408048054,3.086958792,6.112779451,7.134891474,3.033311815,2.784914782
Fos.K.19.072,63.4,3,3,9,8,6.8,1,NA,13.13,14,19,6,NA,NA,4.57,5.59,3.51,NA,6.122157173,NA,11.25074383,NA,NA,4.231066577,5.243748677,3.137459106,NA
Fos.K.19.077,56.94,3,3,10,9,6.98,1,9.12,12.42,14,20,5,9.57,3.28,4.53,6.41,3.58,2.4,6.745362883,8.682973276,11.8107452,9.095372634,3.084842228,4.417744634,6.27791377,3.451560277,2.347462746
Fos.K.19.085,70.4,3,3,10,9,7.25,1,NA,15,14,19,5,NA,3.58,5.27,7,3.32,3.12,6.092034107,NA,11.61235998,NA,2.619999903,4.638207677,6.29618808,2.756667003,2.787623698
Fos.K.19.086,58.18,3,3,10,9,7.03,1,NA,11.07,14,20,6,NA,2.97,4.57,6.48,3.03,2.57,6.697919544,NA,10.30942073,NA,2.723046814,4.410565429,6.291846023,2.877314618,2.490747884
Fos.K.19.105,51.13,3,3,9,8,5.72,1,NA,11.49,14,19,6,NA,NA,5,5.64,2.82,2.47,5.933983063,NA,12.12781764,NA,NA,5.136590524,5.767554596,2.932865999,2.529423974
Fos.K.19.114,56.27,3,3,10,9,6.83,1,8.26,10.67,14,21,5,8.4,2.38,4.04,5.76,2.85,2.08,6.65208758,7.952767596,10.26367476,8.076570292,2.269932519,3.962502498,5.668164773,2.770746163,2.044765237
Fos.K.19.119,62.05,3,3,9,8,7.45,1,9.75,12.39,14,21,6,NA,NA,4.1,NA,2.22,3.13,6.8031703,8.55770637,10.84047634,NA,NA,3.835637943,NA,2.014677148,2.951287194
Fos.K.19.120,55.14,3,3,9,8,7.45,1,8.61,11.51,14,21,6,8.24,NA,5.5,6.44,2.4,2.7,7.353582505,8.450426818,11.29154864,8.081858547,NA,5.447674324,6.389118778,2.366825971,2.677329163
Fos.K.19.116,60.12,3,3,9,8,7.96,1,10.03,13.21,14,20,6,NA,3.04,5.93,6.99,2.67,3.36,7.421826068,9.07068136,11.91739863,NA,2.681218922,5.633058818,6.69829525,2.477570045,3.21114375
Fos.K.19.117,52.28,3,3,10,9,6.4,1,8.75,11.06,14,20,NA,8.75,NA,4.5,5.06,2.8,2.53,6.542819524,9.031775088,11.4249545,9.042050433,NA,4.573475341,5.128461468,2.866815315,2.566403326
Fos.K.19.131,49.29,3,3,10,9,5.78,1,8.39,11.82,14,20,6,8.72,3,4.59,5.32,2.11,2.56,6.142802988,9.156529432,12.92732019,9.546573619,3.346200909,4.799704334,5.520914179,2.251814774,2.662893975
